Sample	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15
OTU_1627	0	0	250	0	0	26	8	2	11	0	37	14	56	31	14
OTU_1008	0	0	0	0	0	112	41	20	103	0	43	55	40	34	0
OTU_836	1	0	1	0	31	47	33	10	45	0	88	25	61	39	66
OTU_946	0	0	410	0	0	28	4	5	0	0	0	0	0	0	0
OTU_300	0	19	0	0	282	3	3	54	2	83	0	0	0	0	0
OTU_361	0	0	0	0	0	5	6	0	1	3	127	45	136	70	53
OTU_595	0	0	0	0	0	3	1	1	0	0	30	32	113	109	157
OTU_780	0	10	1	0	0	14	11	19	18	5	43	92	71	84	78
OTU_91	0	0	0	6	401	2	8	13	1	13	1	0	0	0	0
OTU_1547	0	0	0	0	408	0	2	8	0	0	2	11	11	2	0
OTU_411	0	2	53	0	69	103	40	28	67	18	0	35	11	17	1
OTU_1021	0	0	7	0	0	130	71	49	158	0	1	10	9	8	0
OTU_1736	0	0	0	0	0	3	2	1	429	8	0	0	0	0	0
OTU_293	0	0	9	0	0	19	40	107	5	56	26	62	42	50	27
OTU_357	0	0	0	0	0	0	0	0	0	0	51	48	91	130	123
OTU_719	0	74	31	23	198	0	7	24	12	71	1	0	0	0	0
OTU_1349	0	102	15	0	281	10	1	1	0	0	14	9	0	4	1
OTU_1453	0	90	25	31	0	3	17	77	44	151	0	0	0	0	0
OTU_303	0	0	1	0	0	1	4	0	0	0	54	111	144	74	48
OTU_667	0	0	104	11	68	45	51	152	0	3	0	2	1	0	0
OTU_564	0	0	0	0	0	2	0	0	1	0	98	43	52	47	193
OTU_106	0	20	4	0	33	17	139	135	40	23	3	7	5	8	0
OTU_196	0	125	0	112	3	10	8	5	18	150	0	1	0	0	2
OTU_774	0	0	0	0	0	10	0	0	1	0	13	182	141	75	9
OTU_284	0	17	10	0	22	17	61	132	27	39	10	22	19	41	12
OTU_1188	0	2	20	0	0	71	54	43	84	61	4	45	24	18	1
OTU_282	0	0	6	0	0	72	66	12	148	45	21	3	7	17	30
OTU_690	0	2	18	0	0	0	0	0	1	0	49	74	67	128	88
OTU_702	0	1	297	0	0	40	24	12	36	2	0	2	3	8	0
OTU_959	0	50	14	0	3	22	38	84	12	195	1	6	0	0	0
OTU_1055	0	0	42	1	0	46	109	91	84	30	5	4	5	7	0
OTU_2199	0	16	4	2	1	4	390	1	0	6	0	0	0	0	0
OTU_715	0	0	0	0	0	0	0	0	0	0	51	31	169	172	1
OTU_161	0	36	58	87	23	61	70	25	17	30	1	10	3	0	1
OTU_913	3	22	13	43	10	25	18	119	27	131	0	10	0	0	0
OTU_417	0	55	14	24	0	19	59	72	67	91	1	10	2	0	6
OTU_460	0	0	19	6	1	76	61	53	109	39	20	11	14	11	0
OTU_276	0	89	26	90	54	0	11	25	20	102	0	1	0	0	0
OTU_414	0	0	14	0	4	44	27	17	20	2	40	79	54	92	24
OTU_1586	0	12	352	3	0	4	7	12	3	19	3	0	0	0	1
OTU_969	0	0	61	0	0	40	46	12	26	21	18	71	30	33	58
OTU_352	0	0	0	0	0	16	31	9	87	271	0	0	0	1	0
OTU_474	0	0	6	4	0	5	4	2	2	1	79	70	119	59	64
OTU_1300	0	0	5	0	0	63	35	64	30	5	25	81	32	50	23
OTU_344	0	25	62	13	4	15	69	15	5	8	63	25	20	57	32
OTU_85	0	95	76	0	32	67	53	24	18	34	0	9	1	4	0
OTU_968	0	23	7	1	1	6	10	57	42	265	0	0	0	0	0
OTU_1146	0	0	95	0	5	49	79	17	58	81	1	20	2	4	0
OTU_1026	0	0	6	0	0	124	17	16	93	0	33	29	21	57	14
OTU_1142	0	17	83	0	13	56	68	51	65	52	1	2	2	0	0
OTU_283	296	57	1	41	7	2	1	0	0	0	4	0	0	0	0
OTU_253	0	0	0	0	3	0	2	0	0	0	19	125	135	113	11
OTU_1189	0	56	116	5	0	26	54	30	34	84	0	2	0	0	0
OTU_1567	0	5	0	19	0	0	3	0	30	350	0	0	0	0	0
OTU_803	0	0	0	0	0	24	88	41	138	2	3	27	36	41	7
OTU_55	0	59	3	0	7	2	11	119	83	122	0	0	0	0	0
OTU_965	0	0	19	15	0	65	8	5	45	9	55	71	44	36	34
OTU_650	0	25	212	0	110	14	9	6	12	5	4	5	2	0	1
OTU_915	0	0	0	9	0	41	42	30	110	68	7	38	25	25	10
OTU_586	0	0	52	0	0	22	59	72	24	0	30	54	53	27	11
OTU_461	0	1	8	1	59	19	1	157	8	73	12	8	9	33	14
OTU_837	0	0	0	0	0	0	0	0	0	0	84	35	111	55	118
OTU_655	0	0	0	0	0	0	0	0	0	0	218	26	61	12	84
OTU_760	0	1	37	0	1	7	48	37	35	5	25	70	36	51	48
OTU_1337	0	232	0	5	5	47	23	27	40	18	0	1	0	0	0
OTU_1384	0	0	0	0	0	73	33	17	11	0	27	40	63	127	6
OTU_580	0	63	51	54	1	22	82	46	21	31	5	4	4	8	4
OTU_1287	0	0	18	10	0	71	25	30	66	20	32	57	27	14	25
OTU_1580	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0
OTU_1650	0	0	0	0	3	301	10	43	0	0	24	4	3	6	1
OTU_1502	0	0	0	32	1	3	5	2	30	321	0	0	0	0	0
OTU_876	0	0	0	0	331	0	0	0	0	0	0	8	21	6	26
OTU_181	0	2	11	5	3	138	101	44	14	11	23	7	12	10	9
OTU_5264	0	0	0	0	0	248	6	4	0	0	47	19	3	14	49
OTU_1932	0	0	0	0	0	1	4	25	10	349	0	0	0	0	0
OTU_834	0	10	2	31	13	26	61	65	42	118	0	9	2	4	6
OTU_1301	0	0	0	15	1	28	42	45	233	21	1	1	1	0	0
OTU_608	3	134	4	31	8	5	27	57	11	106	1	0	0	0	1
OTU_434	0	55	0	85	50	34	17	71	1	73	0	0	0	0	1
OTU_479	0	0	0	0	0	0	0	0	0	0	107	15	53	28	184
OTU_126	209	11	2	9	35	10	12	38	12	48	0	0	0	0	0
OTU_640	0	9	2	0	17	1	38	161	4	154	0	0	0	0	0
OTU_345	0	1	6	43	153	5	12	22	10	13	32	21	16	50	0
OTU_1122	0	13	1	1	1	179	22	13	27	8	25	37	17	20	18
OTU_317	0	11	25	0	63	81	88	85	1	28	0	0	0	0	0
OTU_1332	0	25	0	34	0	0	21	280	9	11	0	0	0	0	0
OTU_1597	0	0	1	0	0	0	0	0	0	0	193	11	121	24	30
OTU_620	0	0	15	0	0	1	4	7	13	0	54	149	60	31	46
OTU_644	9	0	33	0	0	50	38	83	28	3	17	28	64	24	2
OTU_1552	0	0	0	0	0	0	1	0	0	0	44	24	182	108	19
OTU_1182	0	118	26	120	11	8	5	7	25	48	0	8	1	0	0
OTU_1574	0	0	3	0	0	35	61	13	232	1	1	5	19	6	1
OTU_496	12	79	5	37	186	3	2	12	19	22	0	0	0	0	0
OTU_525	0	0	3	0	0	6	22	0	10	12	30	83	73	65	73
OTU_1732	0	0	0	0	349	3	4	3	6	7	0	3	0	1	0
OTU_94	0	143	17	76	9	31	10	11	9	69	0	1	0	0	0
OTU_2082	0	0	0	0	0	6	4	1	364	0	0	0	0	0	0
OTU_377	0	19	46	0	3	45	34	120	10	97	0	1	0	0	0
OTU_383	0	29	51	22	183	1	12	25	20	32	0	0	0	0	0
OTU_684	0	12	75	11	0	7	4	139	31	90	0	0	0	3	3
OTU_699	0	0	2	0	0	2	0	0	4	0	38	67	141	71	50
OTU_1679	0	0	0	0	0	0	3	10	0	0	5	70	35	232	19
OTU_1227	0	0	0	0	0	23	241	29	74	3	1	0	1	0	1
OTU_369	0	0	0	0	0	0	1	4	0	0	15	97	203	51	2
OTU_451	0	0	0	0	0	0	0	0	0	0	25	60	61	213	14
OTU_775	0	5	1	0	1	17	49	28	140	58	20	21	15	15	3
OTU_136	0	0	0	0	0	149	142	33	37	2	7	0	0	1	1
OTU_328	0	4	4	1	0	10	1	2	3	7	77	22	96	34	111
OTU_421	0	10	7	125	2	26	12	6	5	0	5	100	34	39	1
OTU_923	0	123	79	10	0	3	8	11	62	6	13	5	10	14	28
OTU_1573	0	0	0	23	345	0	0	0	0	0	0	1	0	0	0
OTU_272	2	49	34	10	37	46	34	54	38	63	0	0	2	0	0
OTU_563	0	0	0	0	0	0	0	0	0	0	105	34	41	91	98
OTU_1390	2	0	0	4	0	1	0	0	0	0	175	83	31	21	51
OTU_143	0	0	127	0	2	19	31	107	19	37	8	14	1	2	0
OTU_1066	0	0	0	0	0	0	1	2	192	170	0	0	0	0	0
OTU_962	0	2	122	178	0	2	30	13	5	7	0	3	1	1	1
OTU_250	33	38	35	0	70	67	33	15	27	3	21	6	6	6	4
OTU_400	0	0	0	0	0	15	69	60	16	0	11	87	39	56	11
OTU_1062	0	32	79	10	7	18	33	79	17	83	0	5	0	0	0
OTU_1262	0	32	15	101	2	0	3	6	44	123	7	4	5	9	12
OTU_1643	0	1	308	1	17	6	1	3	2	1	5	8	8	1	1
OTU_2254	0	0	0	0	0	0	1	0	353	8	0	0	0	0	0
OTU_652	0	0	1	0	0	1	0	5	0	1	96	17	106	40	95
OTU_1639	0	9	51	2	2	19	112	23	102	10	4	24	2	0	1
OTU_419	0	0	2	0	0	23	69	55	73	3	25	33	35	27	16
OTU_1249	0	0	0	0	0	0	0	0	0	0	17	16	146	78	103
OTU_1387	1	0	0	0	14	95	92	139	14	1	0	0	1	3	0
OTU_614	0	0	0	0	0	16	43	40	32	0	28	49	81	51	20
OTU_730	0	0	0	0	0	0	35	0	2	0	26	68	129	96	3
OTU_781	0	26	0	4	308	0	3	17	0	1	0	0	0	0	0
OTU_809	0	7	50	63	0	13	53	14	14	20	13	30	18	44	20
OTU_1746	0	0	0	0	0	29	35	14	98	176	0	0	1	5	0
OTU_1618	0	0	292	0	7	31	13	5	6	2	1	0	0	0	0
OTU_225	0	9	1	0	163	12	12	62	14	82	0	0	1	0	0
OTU_585	0	0	0	0	0	0	0	1	0	0	51	50	143	102	9
OTU_630	0	0	0	0	0	6	3	0	0	0	67	60	147	53	20
OTU_931	0	0	0	0	0	41	12	6	6	0	40	42	108	47	54
OTU_1284	0	24	0	21	0	6	22	35	78	169	0	0	0	0	0
OTU_278	0	29	20	0	0	4	7	2	6	0	66	36	77	52	55
OTU_709	0	0	26	36	1	110	21	15	27	0	42	26	13	13	23
OTU_981	0	0	0	31	46	28	14	16	37	181	0	0	0	0	0
OTU_2270	0	0	5	0	7	14	36	15	174	53	9	4	11	18	6
OTU_956	0	19	34	1	7	10	39	42	13	185	0	2	0	0	0
OTU_958	0	0	74	0	0	17	78	138	7	2	8	20	3	1	3
OTU_607	0	0	0	0	0	17	44	13	0	0	56	33	41	81	65
OTU_1061	0	0	0	0	0	15	10	0	1	0	64	39	86	71	63
OTU_343	0	10	2	0	15	36	32	83	26	141	3	0	0	1	0
OTU_477	0	0	0	0	0	14	10	4	0	0	59	75	95	51	41
OTU_573	0	0	0	0	0	1	11	9	0	0	58	26	88	154	2
OTU_542	0	0	0	0	0	7	0	0	2	0	63	36	104	84	52
OTU_1462	0	1	51	0	0	63	88	43	47	17	4	16	10	3	4
OTU_271	0	0	5	0	3	5	27	201	11	95	0	0	0	0	0
OTU_1211	0	12	70	0	0	29	31	31	85	76	0	2	3	4	3
OTU_726	0	98	0	104	1	0	0	2	1	10	1	82	12	27	7
OTU_2589	0	0	0	0	0	218	29	72	6	0	9	1	1	0	8
OTU_827	0	9	0	24	22	30	24	56	16	13	18	34	18	50	30
OTU_982	0	58	0	0	161	9	37	78	1	0	0	0	0	0	0
OTU_342	0	0	0	0	0	4	1	0	0	0	55	25	54	70	134
OTU_77	0	87	12	0	15	18	31	64	21	94	0	0	1	0	0
OTU_1359	18	7	14	92	39	21	33	24	45	2	1	43	2	1	0
OTU_490	0	0	0	0	0	5	0	0	0	0	112	7	43	29	146
OTU_649	0	0	0	0	0	67	10	29	20	13	53	24	51	50	25
OTU_1152	0	33	16	0	172	52	24	38	0	3	0	3	0	0	0
OTU_273	0	44	3	17	52	15	77	53	15	22	0	42	0	0	0
OTU_531	0	13	0	1	9	117	70	130	0	0	0	0	0	0	0
OTU_1213	0	0	17	0	0	68	83	85	47	6	0	28	4	0	1
OTU_2056	0	0	0	0	0	0	0	0	0	0	74	2	39	4	220
OTU_686	0	0	0	0	1	12	1	7	5	11	68	14	71	61	88
OTU_953	0	0	4	0	0	2	29	71	61	145	0	0	0	26	1
OTU_1059	0	18	6	0	0	3	2	5	4	7	42	19	75	67	90
OTU_1994	0	0	0	0	0	0	0	0	0	2	107	11	47	7	164
OTU_459	0	0	0	0	0	2	4	1	17	0	39	11	151	42	71
OTU_853	0	0	5	0	7	52	46	15	73	45	0	82	3	8	2
OTU_949	0	0	13	0	57	48	25	73	5	10	14	16	15	12	49
OTU_1545	0	0	0	0	0	132	52	118	3	0	1	14	15	0	0
OTU_294	0	0	19	0	0	41	21	70	71	15	5	25	25	39	3
OTU_398	0	0	4	0	0	4	35	24	5	0	94	29	46	51	42
OTU_1056	0	0	2	0	1	30	21	12	71	77	28	20	17	38	16
OTU_280	2	2	7	0	0	8	251	4	17	0	39	3	0	0	0
OTU_378	0	0	0	0	0	0	0	0	0	0	18	43	70	140	62
OTU_45	293	0	0	0	39	1	0	0	0	0	0	0	0	0	0
OTU_1995	0	0	0	0	0	184	96	44	2	0	2	2	1	1	0
OTU_307	0	0	55	4	58	6	15	60	12	3	11	42	20	25	21
OTU_466	0	0	47	0	101	24	28	16	43	0	7	31	6	15	14
OTU_178	0	0	99	19	0	13	21	105	5	65	0	4	0	0	0
OTU_626	0	0	10	1	0	33	96	111	14	66	0	0	0	0	0
OTU_1006	0	0	9	0	0	22	39	27	181	31	10	4	1	5	1
OTU_822	0	0	0	0	0	20	38	20	42	0	15	89	61	33	12
OTU_2198	0	0	90	0	0	45	98	29	61	0	2	2	1	1	0
OTU_1110	0	0	0	0	1	0	0	0	0	0	15	69	127	86	30
OTU_1931	0	0	4	0	304	16	1	3	0	0	0	0	0	0	0
OTU_1944	0	0	4	0	0	15	71	35	150	7	4	11	28	3	0
OTU_523	0	0	0	0	0	3	3	2	1	0	68	42	117	61	31
OTU_647	0	0	0	0	0	43	48	34	5	5	17	49	74	49	4
OTU_1137	0	0	0	0	0	13	0	0	0	0	37	16	37	35	189
OTU_1252	0	0	0	0	0	0	0	0	2	0	115	26	101	54	29
OTU_1229	0	69	23	26	52	68	34	17	12	17	3	5	0	0	0
OTU_1848	0	37	76	0	14	17	78	16	64	2	14	0	0	2	6
OTU_2078	11	0	25	0	0	198	85	3	0	0	0	3	0	0	1
OTU_1429	0	1	28	0	0	49	92	34	69	43	0	8	1	0	0
OTU_495	0	0	22	0	4	39	89	57	29	56	0	28	1	0	0
OTU_779	0	0	0	0	0	0	0	0	0	0	49	56	87	59	73
OTU_1437	0	0	84	2	117	12	12	56	5	34	1	0	0	0	0
OTU_2168	0	52	3	228	6	11	13	10	0	0	0	0	0	0	0
OTU_757	0	5	1	1	6	26	51	55	11	4	8	77	18	38	22
OTU_1424	0	0	222	0	0	62	6	0	0	0	2	14	6	9	1
OTU_656	0	0	0	0	0	8	49	28	138	99	0	0	0	0	0
OTU_805	0	0	0	0	0	0	2	0	0	0	71	40	67	52	90
OTU_117	0	4	4	119	1	68	82	13	12	7	4	4	0	1	2
OTU_2005	0	1	261	0	0	2	5	18	11	20	0	1	0	2	0
OTU_325	0	59	3	21	41	33	18	80	3	62	0	1	0	0	0
OTU_874	0	0	0	0	0	7	4	0	20	1	60	25	66	137	1
OTU_1363	0	0	21	0	0	43	32	6	8	0	54	55	41	29	31
OTU_1106	0	0	0	0	0	0	1	1	2	0	56	62	51	112	34
OTU_1773	0	0	2	0	317	0	0	0	0	0	0	0	0	0	0
OTU_285	15	28	35	11	33	19	32	51	9	77	0	5	2	2	0
OTU_437	1	6	9	33	118	9	58	16	19	43	0	5	1	1	0
OTU_224	0	79	19	48	75	6	8	32	6	45	0	0	0	0	0
OTU_30	0	0	9	4	3	47	45	6	23	1	72	40	34	20	14
OTU_1051	0	4	29	6	0	7	17	67	73	107	1	3	2	1	0
OTU_815	0	0	0	14	0	106	23	93	34	46	0	0	0	0	0
OTU_475	0	0	0	0	13	22	12	13	0	0	18	96	98	32	11
OTU_2017	0	218	74	0	3	0	0	9	3	7	0	0	0	0	0
OTU_392	0	33	12	40	42	1	0	13	17	156	0	0	0	0	0
OTU_975	0	0	0	0	292	1	0	0	0	0	1	5	8	2	5
OTU_1306	0	10	7	0	4	1	6	18	0	3	54	20	49	34	107
OTU_305	0	0	1	0	0	9	8	8	41	21	59	55	39	42	30
OTU_404	5	0	0	0	0	0	0	0	0	0	169	0	23	14	102
OTU_593	0	0	0	0	0	0	0	0	0	0	74	39	81	61	58
OTU_642	0	10	9	7	88	28	15	37	49	45	7	3	3	8	4
OTU_712	0	0	0	0	1	11	42	71	38	64	3	19	31	29	4
OTU_1234	0	3	0	0	1	39	54	60	63	84	0	4	3	1	0
OTU_1548	0	0	19	0	0	38	26	1	5	1	10	135	41	32	4
OTU_1190	0	0	1	0	0	20	0	0	4	0	180	15	51	25	15
OTU_1217	0	0	5	0	298	0	0	6	2	0	0	0	0	0	0
OTU_621	0	0	0	0	0	20	4	8	14	0	34	141	63	17	10
OTU_662	0	22	5	12	117	5	30	37	0	81	0	0	0	1	0
OTU_756	0	79	43	0	12	49	10	71	13	32	0	1	0	0	0
OTU_1009	0	0	0	11	0	13	10	3	89	0	28	11	19	16	109
OTU_1139	0	5	39	0	9	5	23	62	36	23	33	13	14	33	14
OTU_205	0	1	5	0	1	5	9	163	11	15	13	9	10	44	23
OTU_336	0	34	3	8	1	10	34	149	9	60	0	1	0	0	0
OTU_388	0	0	2	16	14	75	24	25	32	87	9	14	1	1	9
OTU_491	0	0	0	0	0	1	0	4	0	0	38	34	82	95	55
OTU_897	0	49	27	0	20	7	50	18	7	131	0	0	0	0	0
OTU_1822	0	1	79	0	35	53	80	22	36	1	0	1	0	0	0
OTU_2563	0	0	0	0	0	0	0	1	24	283	0	0	0	0	0
OTU_882	0	0	104	0	21	53	3	7	52	64	0	3	0	0	0
OTU_835	0	0	0	0	0	0	0	0	0	0	86	22	57	117	24
OTU_1503	0	2	296	0	0	0	0	3	0	4	0	0	0	0	0
OTU_314	0	0	0	0	0	1	2	0	0	0	49	8	41	102	101
OTU_807	0	6	8	0	2	6	5	7	2	2	21	83	20	58	84
OTU_826	0	2	6	89	94	25	15	9	1	0	10	24	8	16	4
OTU_1490	0	15	26	52	44	39	36	31	26	25	1	2	0	3	2
OTU_1829	0	0	0	0	0	11	30	27	219	0	5	1	3	6	0
OTU_379	3	0	14	28	0	22	71	114	17	27	0	6	0	0	0
OTU_772	0	0	20	0	0	134	64	42	34	3	0	4	0	0	1
OTU_1078	0	0	0	0	0	122	65	48	30	0	13	3	17	1	2
OTU_2381	0	0	78	0	0	80	56	21	51	5	1	6	2	1	0
OTU_651	0	0	9	0	0	7	8	15	9	0	23	29	48	60	93
OTU_201	0	0	1	0	222	1	2	9	1	23	1	16	4	14	6
OTU_268	0	69	38	0	141	17	22	3	8	2	0	0	0	0	0
OTU_611	0	0	20	25	23	4	24	30	48	48	19	6	32	5	16
OTU_75	0	2	206	11	3	6	23	2	0	8	3	5	6	8	17
OTU_2404	0	0	104	0	0	54	68	3	59	0	1	2	0	8	0
OTU_865	0	0	0	0	0	4	2	3	0	0	102	18	53	69	48
OTU_2424	0	2	0	12	6	0	4	29	37	208	0	0	0	0	0
OTU_405	0	136	1	33	58	1	5	29	0	31	2	2	0	0	0
OTU_1395	0	0	0	0	0	58	55	42	99	2	0	11	8	22	0
OTU_845	0	19	22	94	13	40	30	11	11	33	1	10	2	0	11
OTU_879	0	0	0	0	0	0	0	0	0	0	54	66	84	43	50
OTU_911	0	0	0	2	0	42	25	8	88	0	28	62	22	15	5
OTU_1678	0	0	0	0	243	12	6	0	0	0	4	25	2	4	0
OTU_240	18	58	0	14	152	0	11	6	4	6	2	12	10	3	0
OTU_324	0	20	0	0	0	0	0	0	0	0	10	70	134	50	12
OTU_442	0	53	7	50	6	13	11	23	34	80	2	9	0	3	5
OTU_1682	0	0	0	0	0	180	4	95	1	0	0	3	2	8	2
OTU_1745	0	0	0	0	0	30	1	1	0	0	88	20	73	41	41
OTU_1835	0	0	4	0	0	34	52	24	42	15	2	109	8	5	0
OTU_2503	0	0	0	0	0	285	0	0	0	0	2	1	2	5	0
OTU_449	0	0	60	0	0	16	32	89	10	22	0	14	13	28	11
OTU_900	0	0	0	0	253	6	6	2	2	0	3	16	3	1	3
OTU_1542	0	56	18	5	215	0	0	0	0	0	0	0	0	0	0
OTU_2267	0	1	122	0	0	32	63	25	26	18	3	1	3	0	0
OTU_3143	0	275	1	6	2	2	2	2	1	1	0	0	2	0	0
OTU_528	0	0	4	49	180	19	8	5	3	25	0	1	0	0	0
OTU_111	0	0	3	6	0	61	90	56	3	0	15	16	32	9	2
OTU_1878	0	2	0	0	0	2	2	2	71	211	0	3	0	0	0
OTU_1889	0	0	62	0	0	76	11	46	82	2	7	7	0	0	0
OTU_2838	0	0	0	0	0	0	289	0	0	0	0	3	0	0	0
OTU_1118	0	19	0	0	219	0	3	42	0	7	0	0	0	1	0
OTU_1379	0	0	0	0	0	2	0	0	29	0	63	34	23	41	99
OTU_1541	9	89	1	128	50	1	6	1	0	0	2	4	0	0	0
OTU_606	0	0	0	0	0	0	0	0	0	0	44	14	53	105	75
OTU_680	0	0	0	0	0	0	0	0	0	0	42	38	94	115	2
OTU_813	0	0	26	0	0	1	0	1	2	0	57	76	39	21	68
OTU_231	0	0	0	0	0	42	125	51	65	3	0	3	0	1	0
OTU_816	0	0	0	1	0	7	5	6	23	0	13	138	77	17	3
OTU_1186	0	0	0	0	0	1	0	6	10	0	41	82	46	35	68
OTU_1293	0	0	0	0	0	1	0	0	13	0	102	10	51	20	92
OTU_346	0	16	14	2	19	16	99	66	18	16	14	0	0	8	1
OTU_896	0	0	0	0	0	41	10	19	8	0	28	28	96	33	26
OTU_98	72	138	1	44	3	3	1	8	0	0	2	0	5	3	9
OTU_120	0	9	118	79	0	7	20	5	11	20	6	7	1	1	4
OTU_791	0	0	22	161	6	5	4	22	13	6	0	47	1	1	0
OTU_798	0	0	0	0	0	0	0	0	29	0	45	28	95	59	32
OTU_1031	0	0	0	0	0	6	0	0	5	1	101	10	85	28	51
OTU_1256	0	0	18	0	269	0	0	0	0	0	0	0	0	0	0
OTU_725	0	4	16	82	8	5	11	7	31	63	4	13	13	16	14
OTU_941	0	1	4	63	186	1	0	1	5	0	0	19	4	2	1
OTU_2345	0	74	29	30	14	65	50	14	9	1	0	0	0	0	0
OTU_1092	0	0	0	0	0	9	8	4	16	0	75	30	57	51	35
OTU_1399	0	0	0	0	0	22	99	71	93	0	0	0	0	0	0
OTU_1834	0	0	10	0	3	11	16	2	37	105	9	13	13	53	13
OTU_862	0	0	3	7	1	6	8	7	8	3	41	24	44	115	18
OTU_1775	0	0	1	0	0	11	8	8	9	7	84	17	35	73	30
OTU_2643	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0
OTU_673	0	4	0	1	0	7	7	106	12	146	0	0	0	0	0
OTU_732	0	0	5	0	0	1	0	0	1	0	72	52	32	78	42
OTU_934	0	0	0	0	0	6	1	1	0	0	16	37	122	42	58
OTU_992	0	0	0	0	0	1	0	0	0	0	37	13	82	59	91
OTU_1048	0	0	0	0	0	9	73	74	0	0	31	18	38	23	15
OTU_2542	0	0	0	0	0	3	4	2	271	1	0	0	0	0	0
OTU_1312	0	0	1	0	0	14	15	14	54	156	6	0	3	15	2
OTU_863	0	0	0	0	0	8	29	6	28	0	43	55	69	34	8
OTU_1579	0	8	14	8	193	1	0	8	6	36	0	3	0	1	1
OTU_412	0	0	39	63	0	21	124	15	12	3	1	1	0	0	0
OTU_1126	18	55	0	0	176	6	4	10	1	8	0	0	0	0	0
OTU_1556	0	19	1	15	0	22	14	28	48	120	2	4	5	0	0
OTU_1949	0	0	6	0	0	44	184	42	0	0	0	2	0	0	0
OTU_584	0	1	18	0	0	34	18	46	36	76	8	28	12	1	0
OTU_1507	0	0	71	0	130	33	4	17	0	0	0	20	2	0	0
OTU_654	0	19	0	0	1	13	17	34	28	0	20	49	56	32	8
OTU_2146	0	0	0	0	262	0	4	0	1	0	4	0	0	3	1
OTU_337	0	0	5	0	14	130	45	70	5	6	0	0	0	0	0
OTU_750	0	0	28	22	0	1	165	0	6	0	13	6	4	4	25
OTU_831	0	0	0	0	0	11	5	7	3	0	54	72	57	27	38
OTU_1954	0	166	4	0	0	4	0	3	14	5	22	19	14	4	18
OTU_2567	0	0	241	0	0	1	2	9	16	3	0	0	1	0	0
OTU_135	0	2	0	1	6	8	22	142	13	68	1	1	3	2	3
OTU_1659	0	0	0	0	0	3	6	6	0	0	56	42	54	92	13
OTU_1132	0	0	0	0	0	0	0	0	0	0	64	8	63	44	92
OTU_498	7	12	0	0	0	0	0	0	0	0	202	2	5	19	24
OTU_1378	0	0	0	83	0	0	0	1	53	3	7	14	48	54	7
OTU_2162	0	2	0	0	1	29	64	10	134	30	0	0	0	0	0
OTU_206	0	0	0	0	0	12	7	33	8	33	20	49	46	36	25
OTU_629	0	4	107	7	0	22	44	3	7	0	14	16	10	13	22
OTU_875	0	0	0	0	0	7	0	1	2	2	37	48	49	48	75
OTU_1157	0	0	0	0	0	3	2	3	19	0	63	9	67	65	37
OTU_372	0	0	0	0	51	0	0	5	0	0	11	56	49	69	27
OTU_548	1	2	5	38	24	33	9	15	10	114	5	11	1	0	0
OTU_67	0	0	1	12	0	6	8	0	0	0	64	49	53	32	42
OTU_1011	0	0	0	0	0	6	6	6	32	0	75	37	66	23	15
OTU_1212	0	0	65	0	0	29	20	0	19	2	10	47	25	42	7
OTU_705	0	0	0	0	0	0	0	0	0	0	56	35	70	97	8
OTU_856	0	0	0	0	0	0	0	0	0	0	37	36	33	61	99
OTU_2125	0	0	0	0	3	3	20	7	179	51	2	0	0	0	0
OTU_2370	0	0	84	0	0	8	124	23	16	10	0	0	0	0	0
OTU_72	0	15	9	44	11	9	76	69	8	19	1	3	0	0	0
OTU_947	0	0	125	0	0	39	23	25	21	25	3	1	2	0	0
OTU_1354	0	0	18	1	0	1	14	10	17	6	61	2	33	35	65
OTU_1602	0	0	0	0	0	0	0	0	0	0	93	38	77	52	3
OTU_2985	0	0	0	0	0	244	18	1	0	0	0	0	0	0	0
OTU_904	0	0	0	0	0	3	19	81	5	155	0	0	0	0	0
OTU_1596	0	0	0	0	0	4	5	3	0	0	3	103	122	19	3
OTU_180	80	0	0	0	181	0	0	0	0	0	0	0	0	0	0
OTU_1869	0	21	6	11	0	7	22	83	12	32	4	5	3	13	42
OTU_1990	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0
OTU_2317	0	0	0	2	0	56	50	124	12	17	0	0	0	0	0
OTU_2377	0	0	0	2	0	6	8	12	44	188	0	0	0	1	0
OTU_736	0	0	0	0	0	7	1	1	0	0	75	19	59	78	21
OTU_1877	0	4	10	0	0	58	97	74	14	3	0	0	0	0	0
OTU_1904	0	0	1	0	0	77	98	44	38	1	0	1	0	0	0
OTU_1941	0	0	0	0	0	20	0	0	0	0	38	2	26	33	141
OTU_2501	0	5	0	0	17	217	2	0	6	11	0	2	0	0	0
OTU_2705	0	0	0	0	0	1	3	2	204	50	0	0	0	0	0
OTU_2815	0	0	0	0	253	0	1	4	0	2	0	0	0	0	0
OTU_689	0	35	25	1	10	21	26	24	7	10	1	64	18	9	9
OTU_1605	0	0	0	1	0	9	20	11	30	25	13	78	19	25	28
OTU_1792	1	0	0	0	0	0	0	0	0	0	29	143	49	5	32
OTU_2054	0	0	5	0	0	13	76	25	137	3	0	0	0	0	0
