"","from","to","r","FDR","linecolor","linesize"
"2673","K00009","Species17",0,1,"negative",0
"2674","K00010","Species17",0,1,"negative",0
"2675","K00011","Species17",0,1,"negative",0
"2676","K00012","Species17",0,0.712593848267816,"negative",0
"2677","K00013","Species17",0,1,"negative",0
"2678","K00014","Species17",0,1,"negative",0
"2679","K00015","Species17",0,1,"negative",0
"2680","K00016","Species17",0,0.605547700987244,"negative",0
"2681","K00017","Species17",0,1,"negative",0
"2682","K00018","Species17",0,1,"negative",0
"2683","K00019","Species17",0,0.870724309444452,"negative",0
"2684","K00020","Species17",0,0.893300925795762,"negative",0
"2685","K00021","Species17",0,1,"negative",0
"2686","K00022","Species17",0,1,"negative",0
"2687","K00023","Species17",0,1,"negative",0
"2688","K00024","Species17",0,1,"negative",0
"2689","K00025","Species17",0,0.947478139700895,"negative",0
"2690","K00026","Species17",0,1,"negative",0
"2691","K00027","Species17",0,0.936378677720945,"negative",0
"2692","K00028","Species17",0,1,"negative",0
"2693","K00029","Species17",0,1,"negative",0
"2694","K00030","Species17",0,1,"negative",0
"2695","K00031","Species17",0,1,"negative",0
"2696","K00032","Species17",0,1,"negative",0
"2697","K00033","Species17",0,1,"negative",0
"2698","K00034","Species17",0,0.954746929747707,"negative",0
"2699","K00035","Species17",0,1,"negative",0
"2700","K00036","Species17",0,0.929794213137313,"negative",0
"2701","K00037","Species17",0,1,"negative",0
"2702","K00038","Species17",0,1,"negative",0
"2703","K00039","Species17",0,1,"negative",0
"2704","Species01","Species18",0,1,"negative",0
"2705","Species02","Species18",0,1,"negative",0
"2706","Species03","Species18",0,1,"negative",0
"2707","Species04","Species18",0,0.999239081756631,"negative",0
"2708","Species05","Species18",0,1,"negative",0
"2709","Species06","Species18",0,1,"negative",0
"2710","Species07","Species18",0,1,"negative",0
"2711","Species08","Species18",0,1,"negative",0
"2712","Species09","Species18",0,1,"negative",0
"2713","Species10","Species18",0,1,"negative",0
"2714","Species11","Species18",0,0.66301737057169,"negative",0
"2715","Species12","Species18",0,1,"negative",0
"2716","Species13","Species18",0,0.839199172497533,"negative",0
"2717","Species14","Species18",0,1,"negative",0
"2718","Species15","Species18",0,1,"negative",0
"2719","Species16","Species18",0,1,"negative",0
"2720","Species17","Species18",0,1,"negative",0
"2721","Species18","Species18",1,0,"positive",1
"2722","Species19","Species18",0.582940391522107,0.173899741160727,"positive",0.582940391522107
"2723","Species20","Species18",0.446363992552665,0.509869850716439,"positive",0.446363992552665
"2724","Species21","Species18",0.52941761021458,0.285127777859232,"positive",0.52941761021458
"2725","Species22","Species18",0.706323480525252,0.0260715765007445,"positive",0.706323480525252
"2726","Species23","Species18",0.45841113522212,0.472792329912109,"positive",0.45841113522212
"2727","Species24","Species18",0.570813990318122,0.198942110149723,"positive",0.570813990318122
"2728","Species25","Species18",0,0.602497891371973,"negative",0
"2729","Species26","Species18",0.677938302421701,0.0445610575868158,"positive",0.677938302421701
"2730","Species27","Species18",0.504987667677843,0.343824296946829,"positive",0.504987667677843
"2731","Species28","Species18",0,1,"negative",0
"2732","Species29","Species18",0,1,"negative",0
"2733","Species30","Species18",0,1,"negative",0
"2734","Species31","Species18",NA,NA,NA,NA
"2735","Species32","Species18",0,1,"negative",0
"2736","Species33","Species18",0,0.889952737896356,"negative",0
"2737","Species34","Species18",0,0.676000850992434,"negative",0
"2738","Species35","Species18",0,1,"negative",0
"2739","Species36","Species18",0,0.586323854756562,"negative",0
"2740","Species37","Species18",0,1,"negative",0
"2741","Species38","Species18",0,1,"negative",0
"2742","Species39","Species18",NA,NA,NA,NA
"2743","Species40","Species18",0,1,"negative",0
"2744","Species41","Species18",0,0.94384394835099,"negative",0
"2745","Species42","Species18",0,1,"negative",0
"2746","Species43","Species18",0,0.869132532500956,"negative",0
"2747","Species44","Species18",0,0.697946889222109,"negative",0
"2748","Species45","Species18",0,0.771601518283908,"negative",0
"2749","Species46","Species18",NA,NA,NA,NA
"2750","Species47","Species18",0,1,"negative",0
"2751","Species48","Species18",0.541758614353414,0.258228251870491,"positive",0.541758614353414
"2752","Species49","Species18",0,0.517149836271437,"negative",0
"2753","Species50","Species18",0.535474327976557,0.272061735798678,"positive",0.535474327976557
"2754","Species51","Species18",0.555002847882943,0.231734107028051,"positive",0.555002847882943
"2755","Species52","Species18",0,0.674784415268247,"negative",0
"2756","Species53","Species18",0,1,"negative",0
"2757","Species54","Species18",0,1,"negative",0
"2758","Species55","Species18",0,1,"negative",0
"2759","Species56","Species18",0,1,"negative",0
"2760","Species57","Species18",0,1,"negative",0
"2761","Species58","Species18",0,1,"negative",0
"2762","Species59","Species18",0,1,"negative",0
"2763","Species60","Species18",-0.586939517214679,0.165267611159076,"negative",0.586939517214679
"2764","Species61","Species18",0.498711170488465,0.356610107780858,"positive",0.498711170488465
"2765","Species62","Species18",NA,NA,NA,NA
"2766","Species63","Species18",0,0.593333002475482,"negative",0
"2767","Species64","Species18",0,0.922427321525176,"negative",0
"2768","Species65","Species18",0.57682255863726,0.186817269858246,"positive",0.57682255863726
"2769","Species66","Species18",0.522088288104781,0.302036294185357,"positive",0.522088288104781
"2770","Species67","Species18",0,0.866439980130723,"negative",0
"2771","Species68","Species18",0,1,"negative",0
"2772","Species69","Species18",0.687449982696871,0.0372927068543515,"positive",0.687449982696871
"2773","Species70","Species18",0,0.976966254093522,"negative",0
"2774","Species71","Species18",NA,NA,NA,NA
"2775","Species72","Species18",0,0.870835130608412,"negative",0
"2776","Species73","Species18",0,0.8511376809513,"negative",0
"2777","Species74","Species18",0,0.605547700987244,"negative",0
"2778","Species75","Species18",0,1,"negative",0
"2779","Species76","Species18",0,0.818157337775264,"negative",0
"2780","Species77","Species18",0.48068546553105,0.402923119157166,"positive",0.48068546553105
"2781","Species78","Species18",0,0.679241633505571,"negative",0
"2782","Species79","Species18",0,1,"negative",0
"2783","Species80","Species18",0,0.867137389164196,"negative",0
"2784","Species81","Species18",0.527981513657892,0.285793829367455,"positive",0.527981513657892
"2785","Species82","Species18",0,1,"negative",0
"2786","Species83","Species18",0,1,"negative",0
"2787","Species84","Species18",0,1,"negative",0
"2788","Species85","Species18",NA,NA,NA,NA
"2789","Species86","Species18",0,1,"negative",0
"2790","Species87","Species18",0.614382501129735,0.119746391233947,"positive",0.614382501129735
"2791","Species88","Species18",0.519696046348072,0.30770477863764,"positive",0.519696046348072
"2792","Species89","Species18",0,0.725423846772846,"negative",0
"2793","Species90","Species18",0.528895027730949,0.285793829367455,"positive",0.528895027730949
"2794","Species91","Species18",0,1,"negative",0
"2795","Species92","Species18",0,0.933687539711555,"negative",0
"2796","Species93","Species18",0,1,"negative",0
"2797","Species94","Species18",0,1,"negative",0
"2798","Species95","Species18",0,1,"negative",0
"2799","Species96","Species18",0.506722594913982,0.339723020666107,"positive",0.506722594913982
"2800","Species97","Species18",0,0.667045564420133,"negative",0
"2801","Species98","Species18",0.534660052346963,0.272812621685287,"positive",0.534660052346963
"2802","Species99","Species18",0,1,"negative",0
"2803","Species100","Species18",0,0.553682446496927,"negative",0
"2804","Species101","Species18",0,1,"negative",0
"2805","Species102","Species18",0.490479602603656,0.377242581090177,"positive",0.490479602603656
"2806","Species103","Species18",0,1,"negative",0
"2807","Species104","Species18",0,1,"negative",0
"2808","Species105","Species18",0.556117980869249,0.228084378989975,"positive",0.556117980869249
"2809","Species106","Species18",0,1,"negative",0
"2810","Species107","Species18",0,1,"negative",0
"2811","Species108","Species18",0,0.933687539711555,"negative",0
"2812","Species109","Species18",0.686486486486487,0.037886086121469,"positive",0.686486486486487
"2813","Species110","Species18",NA,NA,NA,NA
"2814","Species111","Species18",0.534184637115012,0.273897693259911,"positive",0.534184637115012
"2815","Species112","Species18",0,1,"negative",0
"2816","Species113","Species18",0,1,"negative",0
"2817","Species114","Species18",0,0.96013987872463,"negative",0
"2818","Species115","Species18",0,0.957146952715672,"negative",0
"2819","Species116","Species18",0,1,"negative",0
"2820","Species117","Species18",0,0.910258721694876,"negative",0
"2821","Species118","Species18",0.527981513657892,0.285793829367455,"positive",0.527981513657892
"2822","Species119","Species18",0,1,"negative",0
"2823","Species120","Species18",0,1,"negative",0
"2824","K00001","Species18",0,0.834938105863077,"negative",0
"2825","K00002","Species18",-0.444397063033971,0.512865911539273,"negative",0.444397063033971
"2826","K00003","Species18",0,0.653842366991805,"negative",0
"2827","K00004","Species18",0,0.999239081756631,"negative",0
"2828","K00005","Species18",0,0.910258721694876,"negative",0
"2829","K00006","Species18",0,1,"negative",0
"2830","K00007","Species18",0,0.774788624856506,"negative",0
"2831","K00008","Species18",0,0.759119142555865,"negative",0
"2832","K00009","Species18",-0.496028591606797,0.362521695133296,"negative",0.496028591606797
"2833","K00010","Species18",-0.460145219080578,0.466876250980364,"negative",0.460145219080578
"2834","K00011","Species18",-0.586177258101413,0.166747446802713,"negative",0.586177258101413
"2835","K00012","Species18",0,0.84515500877423,"negative",0
"2836","K00013","Species18",0.498898589632477,0.356610107780858,"positive",0.498898589632477
"2837","K00014","Species18",-0.538972466930956,0.263738682313734,"negative",0.538972466930956
"2838","K00015","Species18",-0.630239126999711,0.0951568117606922,"negative",0.630239126999711
"2839","K00016","Species18",-0.633298540237573,0.0915790242154258,"negative",0.633298540237573
"2840","K00017","Species18",0,0.682718075804805,"negative",0
"2841","K00018","Species18",0,0.64417923618328,"negative",0
"2842","K00019","Species18",-0.542471042471042,0.25670465885088,"negative",0.542471042471042
"2843","K00020","Species18",-0.492996204785063,0.370526823283515,"negative",0.492996204785063
"2844","K00021","Species18",0.457281886777345,0.477155325030326,"positive",0.457281886777345
"2845","K00022","Species18",0.45388826717132,0.486962960669043,"positive",0.45388826717132
"2846","K00023","Species18",-0.564478764478765,0.212066521324026,"negative",0.564478764478765
"2847","K00024","Species18",0.485681851510699,0.390075689145317,"positive",0.485681851510699
"2848","K00025","Species18",-0.47294450089668,0.426575512341862,"negative",0.47294450089668
"2849","K00026","Species18",0,1,"negative",0
"2850","K00027","Species18",0,0.51624168280515,"negative",0
"2851","K00028","Species18",-0.534184637115012,0.273897693259911,"negative",0.534184637115012
"2852","K00029","Species18",0.720111904259036,0.0194259587036706,"positive",0.720111904259036
"2853","K00030","Species18",0,0.738329216823369,"negative",0
"2854","K00031","Species18",-0.512355212355212,0.325007998201158,"negative",0.512355212355212
"2855","K00032","Species18",0,0.62433283391796,"negative",0
"2856","K00033","Species18",0,1,"negative",0
"2857","K00034","Species18",-0.498280813444716,0.357554045963989,"negative",0.498280813444716
"2858","K00035","Species18",0,1,"negative",0
"2859","K00036","Species18",0.638402022436505,0.0860402796018859,"positive",0.638402022436505
"2860","K00037","Species18",0,0.933407677815799,"negative",0
"2861","K00038","Species18",0.725367810633968,0.0172831349690987,"positive",0.725367810633968
"2862","K00039","Species18",-0.493822393822394,0.368231231947589,"negative",0.493822393822394
"2863","Species01","Species19",0,1,"negative",0
"2864","Species02","Species19",0,1,"negative",0
"2865","Species03","Species19",0,1,"negative",0
"2866","Species04","Species19",0,1,"negative",0
"2867","Species05","Species19",0,1,"negative",0
"2868","Species06","Species19",0,0.83636892228452,"negative",0
"2869","Species07","Species19",0,1,"negative",0
"2870","Species08","Species19",0,1,"negative",0
"2871","Species09","Species19",0,1,"negative",0
"2872","Species10","Species19",0,1,"negative",0
"2873","Species11","Species19",0.783674868721679,0.125874529640698,"positive",0.783674868721679
"2874","Species12","Species19",0,1,"negative",0
"2875","Species13","Species19",0,0.880014093720124,"negative",0
"2876","Species14","Species19",0,1,"negative",0
"2877","Species15","Species19",0,1,"negative",0
"2878","Species16","Species19",0,1,"negative",0
"2879","Species17","Species19",0,1,"negative",0
"2880","Species18","Species19",0,0.772325470540716,"negative",0
"2881","Species19","Species19",1,0,"positive",1
"2882","Species20","Species19",0.456657023399214,0.478362700556718,"positive",0.456657023399214
"2883","Species21","Species19",0.627105852492333,0.100028599062927,"positive",0.627105852492333
"2884","Species22","Species19",0.799171842650104,0.0020373111520676,"positive",0.799171842650104
"2885","Species23","Species19",0,1,"negative",0
"2886","Species24","Species19",0.540321178947324,0.260675779509196,"positive",0.540321178947324
"2887","Species25","Species19",0,0.802883838019707,"negative",0
