ID,Color,Type,Group
IF_091__k141_34695,#000000,ref,ref
IF_092-2__k141_36794,#000000,ref,ref
IF_092-2__k141_2533,#000000,ref,ref
IF_092-2__k141_20769,#000000,ref,ref
IF_092-2__k141_2667,#000000,ref,ref
IF_092__k141_432,#000000,ref,ref
IF_092__k141_8855,#000000,ref,ref
IF_093__k141_107138,#000000,ref,ref
IF_096__k141_12037,#000000,ref,ref
IF_096__k141_82194,#000000,ref,ref
IF_096__k141_74157,#000000,ref,ref
IF_099__k141_167291,#000000,ref,ref
IF_099__k141_118549,#000000,ref,ref
IF_099__k141_91525,#000000,ref,ref
IF_099__k141_121522,#000000,ref,ref
IF_100-2__k141_67516,#000000,ref,ref
IF_100-2__k141_18033,#000000,ref,ref
IF_100-2__k141_27005,#000000,ref,ref
IF_100__k141_29269,#000000,ref,ref
IF_100__k141_118444,#000000,ref,ref
IF_101__k141_41392,#000000,ref,ref
IF_101__k141_3791,#000000,ref,ref
IF_103__k141_5588,#000000,ref,ref
IF_103__k141_718,#000000,ref,ref
IF_103__k141_6403,#000000,ref,ref
IF_103__k141_31516,#000000,ref,ref
IF_104__k141_131689,#000000,ref,ref
IF_107__k141_90863,#000000,ref,ref
IF_107__k141_14439,#000000,ref,ref
IF_107__k141_48292,#000000,ref,ref
IF_109__k141_33985,#000000,ref,ref
IF_109__k141_124871,#000000,ref,ref
IF_110__k141_21912,#000000,ref,ref
IF_111__k141_101086,#000000,ref,ref
IF_114__k141_51636,#000000,ref,ref
IF_116__k141_5109,#000000,ref,ref
IF_116__k141_37708,#000000,ref,ref
IF_116__k141_12724,#000000,ref,ref
IF_118__k141_103253,#000000,ref,ref
IF_118__k141_1189,#000000,ref,ref
IF_121wa__k141_127727,#000000,ref,ref
IF_121wa__k141_7080,#000000,ref,ref
IF_121wa__k141_156286,#000000,ref,ref
IF_122__k141_11990,#000000,ref,ref
IF_122__k141_32586,#000000,ref,ref
IF_123__k141_51949,#000000,ref,ref
IF_123__k141_114910,#000000,ref,ref
IF_123__k141_101078,#000000,ref,ref
IF_123__k141_5109,#000000,ref,ref
IF_124__k141_59164,#000000,ref,ref
IF_124__k141_90255,#000000,ref,ref
IF_124__k141_54937,#000000,ref,ref
IF_125__k141_10357,#000000,ref,ref
IF_125__k141_18312,#000000,ref,ref
IF_126__k141_2402,#000000,ref,ref
IF_128__k141_151301,#000000,ref,ref
IF_128__k141_93525,#000000,ref,ref
IF_128__k141_49093,#000000,ref,ref
IF_130__k141_101452,#000000,ref,ref
IF_130__k141_37702,#000000,ref,ref
IF_130__k141_96033,#000000,ref,ref
IF_130__k141_160232,#000000,ref,ref
IF_131__k141_23820,#000000,ref,ref
IF_132__k141_73842,#000000,ref,ref
IF_136__k141_17383,#000000,ref,ref
IF_137__k141_68723,#000000,ref,ref
IF_138__k141_49666,#000000,ref,ref
IF_139__k141_29544,#000000,ref,ref
IF_139__k141_13936,#000000,ref,ref
IF_148__k141_14737,#000000,ref,ref
IF_148__k141_79956,#000000,ref,ref
IF_148__k141_30872,#000000,ref,ref
IF_150__k141_28236,#000000,ref,ref
IF_150__k141_81823,#000000,ref,ref
IF_150__k141_42697,#000000,ref,ref
IF_150__k141_87907,#000000,ref,ref
IF_151__k141_39904,#000000,ref,ref
IF_151__k141_40091,#000000,ref,ref
IF_151__k141_69088,#000000,ref,ref
IF_151__k141_4021,#000000,ref,ref
IF_154rewa__k141_85891,#000000,ref,ref
IF_155__k141_31781,#000000,ref,ref
IF_155__k141_28857,#000000,ref,ref
IF_156__k141_28098,#000000,ref,ref
IF_158__k141_4420,#000000,ref,ref
IF_158__k141_60885,#000000,ref,ref
IF_158__k141_71914,#000000,ref,ref
IF_160__k141_59234,#000000,ref,ref
IF_160__k141_17666,#000000,ref,ref
IF_162__k141_6233,#000000,ref,ref
IF_162__k141_70473,#000000,ref,ref
IF_162__k141_65860,#000000,ref,ref
IF_162__k141_53385,#000000,ref,ref
IF_162__k141_60343,#000000,ref,ref
IF_165__k141_110440,#000000,ref,ref
IF_166__k141_94755,#000000,ref,ref
IF_166__k141_70305,#000000,ref,ref
IF_166__k141_37112,#000000,ref,ref
IF_167__k141_210531,#000000,ref,ref
IF_167__k141_169721,#000000,ref,ref
IF_167__k141_9455,#000000,ref,ref
IF_169__k141_16107,#000000,ref,ref
IF_169__k141_50389,#000000,ref,ref
IF_169__k141_16486,#000000,ref,ref
IF_170__k141_146716,#000000,ref,ref
IF_170__k141_80574,#000000,ref,ref
IF_171__k141_45579,#000000,ref,ref
IF_171__k141_89601,#000000,ref,ref
IF_173__k141_3088,#000000,ref,ref
IF_173__k141_146929,#000000,ref,ref
IF_173__k141_81558,#000000,ref,ref
IF_173__k141_117367,#000000,ref,ref
IF_173__k141_37699,#000000,ref,ref
IF_176__k141_61054,#000000,ref,ref
IF_177__k141_116281,#000000,ref,ref
IF_177__k141_84487,#000000,ref,ref
IF_177__k141_127779,#000000,ref,ref
IF_178__k141_92587,#000000,ref,ref
IF_182__k141_1851,#000000,ref,ref
IF_182__k141_62146,#000000,ref,ref
IF_183__k141_13711,#000000,ref,ref
IF_183__k141_67247,#000000,ref,ref
IF_183__k141_28592,#000000,ref,ref
IF_183__k141_14799,#000000,ref,ref
IF_185__k141_63740,#000000,ref,ref
IF_185__k141_60765,#000000,ref,ref
IF_185__k141_61522,#000000,ref,ref
IF_187__k141_51690,#000000,ref,ref
IF_187__k141_58452,#000000,ref,ref
IF_187__k141_26715,#000000,ref,ref
IF_188__k141_37232,#000000,ref,ref
IF_188__k141_23002,#000000,ref,ref
IF_188__k141_13102,#000000,ref,ref
IF_188__k141_75620,#000000,ref,ref
IF_62-2__k141_43163,#000000,ref,ref
IF_62-2__k141_61450,#000000,ref,ref
KWS_10452__k141_57055,#000000,ref,ref
KWS_10452__k141_86254,#000000,ref,ref
KWS_10452__k141_29526,#000000,ref,ref
KWS_10452__k141_96800,#000000,ref,ref
KWS_10452__k141_27088,#000000,ref,ref
KWS_10452__k141_96807,#000000,ref,ref
KWS_10454__k141_111712,#000000,ref,ref
KWS_10459__k141_10145,#000000,ref,ref
KWS_10461__k141_133829,#000000,ref,ref
KWS_10461__k141_50666,#000000,ref,ref
KWS_10461__k141_160087,#000000,ref,ref
KWS_10461__k141_15282,#000000,ref,ref
KWS_10461__k141_13602,#000000,ref,ref
KWS_10463__k141_112828,#000000,ref,ref
KWS_10463__k141_150070,#000000,ref,ref
KWS_10465__k141_91160,#000000,ref,ref
KWS_10468__k141_27684,#000000,ref,ref
KWS_10469__k141_104953,#000000,ref,ref
KWS_10476__k141_31712,#000000,ref,ref
KWS_10477__k141_30938,#000000,ref,ref
KWS_10477__k141_183564,#000000,ref,ref
KWS_10477__k141_187063,#000000,ref,ref
KWS_10477__k141_184509,#000000,ref,ref
KWS_10477__k141_180740,#000000,ref,ref
KWS_10477__k141_158735,#000000,ref,ref
KWS_10477__k141_109758,#000000,ref,ref
KWS_10486__k141_86714,#000000,ref,ref
KWS_10486__k141_9417,#000000,ref,ref
KWS_10486__k141_3387,#000000,ref,ref
KWS_10486__k141_52142,#000000,ref,ref
KWS_10486__k141_151731,#000000,ref,ref
KWS_10539__k141_9125,#000000,ref,ref
KWS_10543__k141_21092,#000000,ref,ref
KWS_10543__k141_15293,#000000,ref,ref
KWS_10545__k141_56749,#000000,ref,ref
KWS_10545__k141_37929,#000000,ref,ref
KWS_10545__k141_51567,#000000,ref,ref
KWS_10548__k141_62955,#000000,ref,ref
KWS_10549__k141_34502,#000000,ref,ref
KWS_10549__k141_160416,#000000,ref,ref
KWS_10550__k141_28891,#000000,ref,ref
KWS_10552__k141_43189,#000000,ref,ref
KWS_10552__k141_83902,#000000,ref,ref
KWS_10552__k141_121372,#000000,ref,ref
KWS_10552__k141_15681,#000000,ref,ref
KWS_10556__k141_22554,#000000,ref,ref
KWS_10563__k141_148881,#000000,ref,ref
KWS_10565__k141_60807,#000000,ref,ref
KWS_10631__k141_156065,#000000,ref,ref
KWS_10631__k141_138048,#000000,ref,ref
KWS_10632__k141_6194,#000000,ref,ref
KWS_10632__k141_23667,#000000,ref,ref
KWS_10632__k141_2343,#000000,ref,ref
KWS_10633__k141_14071,#000000,ref,ref
KWS_10633__k141_111514,#000000,ref,ref
KWS_10636__k141_79207,#000000,ref,ref
KWS_10636__k141_145733,#000000,ref,ref
KWS_10636__k141_143983,#000000,ref,ref
KWS_10636__k141_70176,#000000,ref,ref
KWS_10637__k141_64923,#000000,ref,ref
KWS_10638__k141_90328,#000000,ref,ref
KWS_10639__k141_238427,#000000,ref,ref
KWS_10639__k141_136272,#000000,ref,ref
KWS_10641__k141_87620,#000000,ref,ref
KWS_10641__k141_21241,#000000,ref,ref
KWS_10641__k141_115415,#000000,ref,ref
KWS_10641__k141_93171,#000000,ref,ref
KWS_10641__k141_67828,#000000,ref,ref
KWS_10643__k141_29910,#000000,ref,ref
KWS_10643__k141_3194,#000000,ref,ref
KWS_10644__k141_131028,#000000,ref,ref
KWS_10646__k141_8831,#000000,ref,ref
KWS_10648__k141_32743,#000000,ref,ref
KWS_10648__k141_99748,#000000,ref,ref
KWS_10648__k141_168057,#000000,ref,ref
KWS_10648__k141_4735,#000000,ref,ref
KWS_10648__k141_169126,#000000,ref,ref
KWS_10649__k141_116051,#000000,ref,ref
KWS_10649__k141_30670,#000000,ref,ref
KWS_10650__k141_63405,#000000,ref,ref
KWS_10655__k141_25901,#000000,ref,ref
KWS_10656__k141_69873,#000000,ref,ref
KWS_10657__k141_49068,#000000,ref,ref
KWS_10659__k141_92724,#000000,ref,ref
KWS_10659__k141_87229,#000000,ref,ref
KWS_10661__k141_49198,#000000,ref,ref
KWS_10661__k141_111332,#000000,ref,ref
KWS_10661__k141_99648,#000000,ref,ref
KWS_10661__k141_40812,#000000,ref,ref
KWS_10784__k141_46545,#000000,ref,ref
KWS_10784__k141_53596,#000000,ref,ref
KWS_10784__k141_73427,#000000,ref,ref
KWS_10784__k141_116588,#000000,ref,ref
KWS_10893__k141_113051,#000000,ref,ref
KWS_10897__k141_81324,#000000,ref,ref
KWS_10900__k141_24166,#000000,ref,ref
KWS_10903__k141_66012,#000000,ref,ref
KWS_10903__k141_103824,#000000,ref,ref
KWS_10903__k141_115497,#000000,ref,ref
KWS_10903__k141_107051,#000000,ref,ref
KWS_10904__k141_25503,#000000,ref,ref
KWS_10904__k141_9881,#000000,ref,ref
KWS_10904__k141_1616,#000000,ref,ref
KWS_10906__k141_78363,#000000,ref,ref
KWS_10911__k141_11481,#000000,ref,ref
KWS_10911__k141_148428,#000000,ref,ref
KWS_10911__k141_64708,#000000,ref,ref
KWS_10911__k141_75730,#000000,ref,ref
KWS_10912__k141_157118,#000000,ref,ref
KWS_10915__k141_14738,#000000,ref,ref
KWS_10917__k141_21222,#000000,ref,ref
KWS_10920__k141_63230,#000000,ref,ref
KWS_10920__k141_41309,#000000,ref,ref
KWS_10984__k141_24139,#000000,ref,ref
KWS_10984__k141_88522,#000000,ref,ref
KWS_10984__k141_36665,#000000,ref,ref
KWS_10985__k141_49726,#000000,ref,ref
KWS_10985__k141_14505,#000000,ref,ref
KWS_10985__k141_115466,#000000,ref,ref
KWS_10988__k141_48066,#000000,ref,ref
KWS_10989__k141_14414,#000000,ref,ref
KWS_10991__k141_12099,#000000,ref,ref
KWS_10992re__k141_20824,#000000,ref,ref
KWS_10993__k141_9735,#000000,ref,ref
KWS_10993__k141_73804,#000000,ref,ref
KWS_10993__k141_62141,#000000,ref,ref
KWS_10993__k141_62007,#000000,ref,ref
KWS_10993__k141_93715,#000000,ref,ref
KWS_10993__k141_37587,#000000,ref,ref
KWS_10993__k141_69530,#000000,ref,ref
KWS_10993__k141_56466,#000000,ref,ref
KWS_10996__k141_159370,#000000,ref,ref
KWS_10996__k141_176260,#000000,ref,ref
KWS_10996__k141_124955,#000000,ref,ref
KWS_10996__k141_118469,#000000,ref,ref
KWS_10997__k141_187147,#000000,ref,ref
KWS_10997__k141_99192,#000000,ref,ref
KWS_10997__k141_90044,#000000,ref,ref
KWS_11000__k141_80773,#000000,ref,ref
KWS_11002__k141_35132,#000000,ref,ref
KWS_11002__k141_85713,#000000,ref,ref
KWS_11003__k141_146579,#000000,ref,ref
KWS_11003__k141_145859,#000000,ref,ref
KWS_11003__k141_145908,#000000,ref,ref
KWS_11005__k141_83760,#000000,ref,ref
KWS_11007__k141_57578,#000000,ref,ref
KWS_11007__k141_100037,#000000,ref,ref
KWS_11007__k141_138885,#000000,ref,ref
KWS_11008__k141_8438,#000000,ref,ref
KWS_11009__k141_121230,#000000,ref,ref
KeioHC_101__k141_69048,#000000,ref,ref
KeioHC_102__k141_32317,#000000,ref,ref
KeioHC_103__k141_33198,#000000,ref,ref
KeioHC_105__k141_57748,#000000,ref,ref
KeioHC_106__k141_98938,#000000,ref,ref
KeioHC_106__k141_44150,#000000,ref,ref
KeioHC_106__k141_17579,#000000,ref,ref
KeioHC_106__k141_73543,#000000,ref,ref
KeioHC_10__k141_169878,#000000,ref,ref
KeioHC_10__k141_96450,#000000,ref,ref
KeioHC_110__k141_74738,#000000,ref,ref
KeioHC_110__k141_39458,#000000,ref,ref
KeioHC_113__k141_34404,#000000,ref,ref
KeioHC_113__k141_38861,#000000,ref,ref
KeioHC_113__k141_83246,#000000,ref,ref
KeioHC_115__k141_25598,#000000,ref,ref
KeioHC_115__k141_13371,#000000,ref,ref
KeioHC_115__k141_520,#000000,ref,ref
KeioHC_115__k141_9166,#000000,ref,ref
KeioHC_116__k141_48945,#000000,ref,ref
KeioHC_117__k141_31611,#000000,ref,ref
KeioHC_11__k141_123436,#000000,ref,ref
KeioHC_11__k141_59225,#000000,ref,ref
KeioHC_11__k141_56966,#000000,ref,ref
KeioHC_11__k141_6117,#000000,ref,ref
KeioHC_120__k141_37281,#000000,ref,ref
KeioHC_120__k141_57114,#000000,ref,ref
KeioHC_120__k141_63557,#000000,ref,ref
KeioHC_121__k141_12077,#000000,ref,ref
KeioHC_124__k141_1120,#000000,ref,ref
KeioHC_126__k141_53268,#000000,ref,ref
KeioHC_12__k141_33910,#000000,ref,ref
KeioHC_13__k141_118028,#000000,ref,ref
KeioHC_15__k141_16814,#000000,ref,ref
KeioHC_17__k141_2570,#000000,ref,ref
KeioHC_18__k141_79755,#000000,ref,ref
KeioHC_2__k141_4704,#000000,ref,ref
KeioHC_2__k141_7920,#000000,ref,ref
KeioHC_2__k141_35315,#000000,ref,ref
KeioHC_3__k141_39274,#000000,ref,ref
KeioHC_3__k141_33342,#000000,ref,ref
KeioHC_3__k141_32439,#000000,ref,ref
KeioHC_3__k141_3086,#000000,ref,ref
KeioHC_3__k141_16271,#000000,ref,ref
KeioHC_4__k141_8735,#000000,ref,ref
KeioHC_4__k141_33721,#000000,ref,ref
KeioHC_4__k141_4959,#000000,ref,ref
KeioHC_5__k141_76204,#000000,ref,ref
KeioHC_5__k141_155506,#000000,ref,ref
KeioHC_6__k141_51994,#000000,ref,ref
KeioHC_7__k141_30051,#000000,ref,ref
KeioHC_7__k141_34632,#000000,ref,ref
KeioHC_9__k141_145866,#000000,ref,ref
KeioHC_9__k141_133743,#000000,ref,ref
KeioHC_I2__k141_58596,#000000,ref,ref
KeioHC_I2__k141_55479,#000000,ref,ref
KeioHC_I2__k141_19833,#000000,ref,ref
KeioHC_U__k141_39361,#000000,ref,ref
S_6G10__k141_86180,#000000,ref,ref
S_6G10__k141_8427,#000000,ref,ref
S_6G10__k141_9332,#000000,ref,ref
S_6G11__k141_54992,#000000,ref,ref
S_6G11__k141_16374,#000000,ref,ref
S_6G12__k141_56574,#000000,ref,ref
S_6G12__k141_114315,#000000,ref,ref
S_6G12__k141_29771,#000000,ref,ref
S_6G12__k141_15519,#000000,ref,ref
S_6G13__k141_41838,#000000,ref,ref
S_6G14__k141_63747,#000000,ref,ref
S_6G14__k141_111107,#000000,ref,ref
S_6G14__k141_138139,#000000,ref,ref
S_6G14__k141_158348,#000000,ref,ref
S_6G14__k141_135879,#000000,ref,ref
S_6G14__k141_89522,#000000,ref,ref
S_6G14__k141_143683,#000000,ref,ref
S_6G15__k141_111809,#000000,ref,ref
S_6G15__k141_113914,#000000,ref,ref
S_6G15__k141_104893,#000000,ref,ref
S_6G16__k141_65574,#000000,ref,ref
S_6G16__k141_168047,#000000,ref,ref
S_6G16__k141_177471,#000000,ref,ref
S_6G16__k141_138437,#000000,ref,ref
S_6G1__k141_147726,#000000,ref,ref
S_6G2__k141_33252,#000000,ref,ref
S_6G2__k141_83259,#000000,ref,ref
S_6G2__k141_54310,#000000,ref,ref
S_6G2__k141_10270,#000000,ref,ref
S_6G2__k141_52497,#000000,ref,ref
S_6G3__k141_120863,#000000,ref,ref
S_6G3__k141_151630,#000000,ref,ref
S_6G3__k141_127389,#000000,ref,ref
S_6G3__k141_73584,#000000,ref,ref
S_6G4__k141_84181,#000000,ref,ref
S_6G4__k141_99642,#000000,ref,ref
S_6G4__k141_126092,#000000,ref,ref
S_6G4__k141_27366,#000000,ref,ref
S_6G4__k141_74282,#000000,ref,ref
S_6G5__k141_110934,#000000,ref,ref
S_6G5__k141_144480,#000000,ref,ref
S_6G6__k141_46383,#000000,ref,ref
S_6G6__k141_172388,#000000,ref,ref
S_6G6__k141_131963,#000000,ref,ref
S_6G6__k141_151676,#000000,ref,ref
S_6G7__k141_148931,#000000,ref,ref
S_6G8__k141_1398,#000000,ref,ref
S_7G10__k141_22957,#000000,ref,ref
S_7G10__k141_22119,#000000,ref,ref
S_7G12__k141_72341,#000000,ref,ref
S_7G12__k141_5956,#000000,ref,ref
S_7G14__k141_25273,#000000,ref,ref
S_7G14__k141_59539,#000000,ref,ref
S_7G14__k141_36863,#000000,ref,ref
S_7G15__k141_14199,#000000,ref,ref
S_7G15__k141_39926,#000000,ref,ref
S_7G16__k141_124203,#000000,ref,ref
S_7G17__k141_3321,#000000,ref,ref
S_7G18__k141_41778,#000000,ref,ref
S_7G20__k141_134914,#000000,ref,ref
S_7G20__k141_75174,#000000,ref,ref
S_7G20__k141_135026,#000000,ref,ref
S_7G20__k141_143218,#000000,ref,ref
S_7G20__k141_150229,#000000,ref,ref
S_7G20__k141_32594,#000000,ref,ref
S_7G21__k141_87577,#000000,ref,ref
S_7G21__k141_104060,#000000,ref,ref
S_7G24__k141_57895,#000000,ref,ref
S_7G24__k141_78559,#000000,ref,ref
S_7G24__k141_62456,#000000,ref,ref
S_7G24__k141_23157,#000000,ref,ref
S_7G25__k141_86786,#000000,ref,ref
S_7G25__k141_55606,#000000,ref,ref
S_7G25__k141_40160,#000000,ref,ref
S_7G25__k141_45548,#000000,ref,ref
S_7G26__k141_64400,#000000,ref,ref
S_7G26__k141_22879,#000000,ref,ref
S_7G26__k141_18672,#000000,ref,ref
S_7G26__k141_122917,#000000,ref,ref
S_7G26__k141_136394,#000000,ref,ref
S_7G26__k141_166050,#000000,ref,ref
S_7G27__k141_107283,#000000,ref,ref
S_7G27__k141_151504,#000000,ref,ref
S_7G27__k141_143603,#000000,ref,ref
S_7G27__k141_32436,#000000,ref,ref
S_7G27__k141_44335,#000000,ref,ref
S_7G27__k141_34411,#000000,ref,ref
S_7G27__k141_62485,#000000,ref,ref
S_7G27__k141_137544,#000000,ref,ref
S_7G28__k141_41884,#000000,ref,ref
S_7G29__k141_57892,#000000,ref,ref
S_7G29__k141_100208,#000000,ref,ref
S_7G29__k141_188149,#000000,ref,ref
S_7G29__k141_153918,#000000,ref,ref
S_7G2__k141_7097,#000000,ref,ref
S_7G30__k141_165581,#000000,ref,ref
S_7G30__k141_4197,#000000,ref,ref
S_7G31__k141_60481,#000000,ref,ref
S_7G31__k141_24466,#000000,ref,ref
S_7G31__k141_68888,#000000,ref,ref
S_7G31__k141_44800,#000000,ref,ref
S_7G31__k141_89889,#000000,ref,ref
S_7G31__k141_79943,#000000,ref,ref
S_7G31__k141_22311,#000000,ref,ref
S_7G31__k141_6423,#000000,ref,ref
S_7G31__k141_60898,#000000,ref,ref
S_7G32__k141_57369,#000000,ref,ref
S_7G32__k141_4792,#000000,ref,ref
S_7G32__k141_165343,#000000,ref,ref
S_7G33__k141_32997,#000000,ref,ref
S_7G34__k141_13721,#000000,ref,ref
S_7G34__k141_66189,#000000,ref,ref
S_7G34__k141_57358,#000000,ref,ref
S_7G38__k141_23297,#000000,ref,ref
S_7G3__k141_87999,#000000,ref,ref
S_7G3__k141_94479,#000000,ref,ref
S_7G40__k141_66489,#000000,ref,ref
S_7G40__k141_5655,#000000,ref,ref
S_7G41__k141_23312,#000000,ref,ref
S_7G42__k141_35499,#000000,ref,ref
S_7G43__k141_10204,#000000,ref,ref
S_7G43__k141_150915,#000000,ref,ref
S_7G43__k141_81348,#000000,ref,ref
S_7G44__k141_41256,#000000,ref,ref
S_7G44__k141_137867,#000000,ref,ref
S_7G44__k141_103361,#000000,ref,ref
S_7G44__k141_20288,#000000,ref,ref
S_7G44__k141_148463,#000000,ref,ref
S_7G44__k141_55990,#000000,ref,ref
S_7G44__k141_1966,#000000,ref,ref
S_7G45__k141_159231,#000000,ref,ref
S_7G45__k141_124474,#000000,ref,ref
S_7G45__k141_65890,#000000,ref,ref
S_7G45__k141_116463,#000000,ref,ref
S_7G45__k141_11759,#000000,ref,ref
S_7G45__k141_18167,#000000,ref,ref
S_7G46__k141_112280,#000000,ref,ref
S_7G47__k141_4393,#000000,ref,ref
S_7G48__k141_130777,#000000,ref,ref
S_7G48__k141_107644,#000000,ref,ref
S_7G48__k141_3388,#000000,ref,ref
S_7G49__k141_20246,#000000,ref,ref
S_7G49__k141_67481,#000000,ref,ref
S_7G49__k141_81703,#000000,ref,ref
S_7G50__k141_119923,#000000,ref,ref
S_7G51__k141_50052,#000000,ref,ref
S_7G51__k141_16085,#000000,ref,ref
S_7G51__k141_15929,#000000,ref,ref
S_7G51__k141_49516,#000000,ref,ref
S_7G51__k141_109536,#000000,ref,ref
S_7G5__k141_94926,#000000,ref,ref
S_7G5__k141_112016,#000000,ref,ref
S_7G5__k141_56602,#000000,ref,ref
S_7G5__k141_41252,#000000,ref,ref
S_7G6__k141_116223,#000000,ref,ref
S_7G6__k141_77089,#000000,ref,ref
S_7G6__k141_17064,#000000,ref,ref
S_7G7__k141_70311,#000000,ref,ref
S_7G7__k141_10676,#000000,ref,ref
S_7G7__k141_11971,#000000,ref,ref
S_7G8__k141_91970,#000000,ref,ref
S_7G8__k141_12407,#000000,ref,ref
S_7G8__k141_53725,#000000,ref,ref
S_7G8__k141_10671,#000000,ref,ref
S_7G8__k141_59046,#000000,ref,ref
IF_122__140885,#FF0000,Novel,Novel
IF_009__5958,#FF0000,Novel,Novel
IF_177__100141,#FF0000,Novel,Novel
IF_014-2__71591,#FF0000,Novel,Novel
S_7G30__241206,#FF0000,Novel,Novel
KWS_10637__102745,#FF0000,Novel,Novel
IF_088__13575,#FF0000,Novel,Novel
KWS_10900__29312,#FF0000,Novel,Novel
S_7G17__2015,#FF0000,Novel,Novel
IF_019__65089,#FF0000,Novel,Novel
IF_059__230959,#FF0000,Novel,Novel
KWS_10648__133286,#FF0000,Novel,Novel
IF_025__139801,#FF0000,Novel,Novel
IF_139__3596,#FF0000,Novel,Novel
KWS_10454__25253,#FF0000,Novel,Novel
KWS_10911__50484,#FF0000,Novel,Novel
S_7G18__7969,#FF0000,Novel,Novel
IF_042-2__18586,#FF0000,Novel,Novel
KWS_10459__254903,#FF0000,Novel,Novel
IF_092__7351,#FF0000,Novel,Novel
IF_173__58845,#FF0000,Novel,Novel
S_7G29__9019,#FF0000,Novel,Novel
IF_008__21147,#FF0000,Novel,Novel
S_7G32__53117,#FF0000,Novel,Novel
KWS_10563__69936,#FF0000,Novel,Novel
IF_073wa__16583,#FF0000,Novel,Novel
KeioHC_12__189388,#FF0000,Novel,Novel
KWS_10555__206890,#FF0000,Novel,Novel
KWS_10641__21598,#FF0000,Novel,Novel
IF_171__36840,#FF0000,Novel,Novel
S_7G39__19158,#FF0000,Novel,Novel
IF_045__24144,#FF0000,Novel,Novel
IF_137__17782,#FF0000,Novel,Novel
KWS_11000__101415,#FF0000,Novel,Novel
KeioHC_106__2015,#FF0000,Novel,Novel
IF_148__221055,#FF0000,Novel,Novel
S_7G7__166732,#FF0000,Novel,Novel
KWS_10915__246368,#FF0000,Novel,Novel
IF_167__125452,#FF0000,Novel,Novel
IF_131__157394,#FF0000,Novel,Novel
IF_164re__216024,#FF0000,Novel,Novel
KWS_10904__18699,#FF0000,Novel,Novel
KWS_10461__23522,#FF0000,Novel,Novel
IF_112__138489,#FF0000,Novel,Novel
IF_159__40288,#FF0000,Novel,Novel
IF_081__63927,#FF0000,Novel,Novel
IF_013__164075,#FF0000,Novel,Novel
KWS_10549__125231,#FF0000,Novel,Novel
KWS_10915__25253,#FF0000,Novel,Novel
IF_013__114412,#FF0000,Novel,Novel
KWS_10659__295347,#FF0000,Novel,Novel
S_7G24__178554,#FF0000,Novel,Novel
IF_112__201741,#FF0000,Novel,Novel
S_7G31__78640,#FF0000,Novel,Novel
KeioHC_118__5425,#FF0000,Novel,Novel
KWS_10655__44785,#FF0000,Novel,Novel
IF_002-2re__59499,#FF0000,Novel,Novel
KWS_10999__104058,#FF0000,Novel,Novel
IF_079__159568,#FF0000,Novel,Novel
IF_117__231835,#FF0000,Novel,Novel
IF_017__273977,#FF0000,Novel,Novel
IF_185__85006,#FF0000,Novel,Novel
KWS_10661__133839,#FF0000,Novel,Novel
IF_125__119060,#FF0000,Novel,Novel
IF_111__4985,#FF0000,Novel,Novel
IF_005__36960,#FF0000,Novel,Novel
KWS_10984__76379,#FF0000,Novel,Novel
KWS_10546__152958,#FF0000,Novel,Novel
IF_137__46299,#FF0000,Novel,Novel
IF_016__15221,#FF0000,Novel,Novel
S_7G17__107987,#FF0000,Novel,Novel
S_7G46__2015,#FF0000,Novel,Novel
S_6G16__37548,#FF0000,Novel,Novel
IF_012__497,#FF0000,Novel,Novel
S_7G16__28471,#FF0000,Novel,Novel
KWS_10997__77380,#FF0000,Novel,Novel
IF_130__173296,#FF0000,Novel,Novel
KWS_10480__2240,#FF0000,Novel,Novel
KWS_10466__22230,#FF0000,Novel,Novel
KWS_10984__88369,#FF0000,Novel,Novel
S_7G2__60312,#FF0000,Novel,Novel
IF_091__24478,#FF0000,Novel,Novel
IF_185__98209,#FF0000,Novel,Novel
IF_083__49981,#FF0000,Novel,Novel
KWS_10894__277835,#FF0000,Novel,Novel
S_7G7__88314,#FF0000,Novel,Novel
IF_137__21431,#FF0000,Novel,Novel
KWS_10477__167216,#FF0000,Novel,Novel
IF_002-2re__77959,#FF0000,Novel,Novel
KeioHC_10__101314,#FF0000,Novel,Novel
S_7G28__3584,#FF0000,Novel,Novel
KWS_11009__135373,#FF0000,Novel,Novel
IF_158__232605,#FF0000,Novel,Novel
S_7G31__18163,#FF0000,Novel,Novel
KWS_10562__159189,#FF0000,Novel,Novel
IF_038__225614,#FF0000,Novel,Novel
KWS_10647__18608,#FF0000,Novel,Novel
IF_082__85033,#FF0000,Novel,Novel
S_7G4__227526,#FF0000,Novel,Novel
KWS_10468__181164,#FF0000,Novel,Novel
IF_103__8135,#FF0000,Novel,Novel
KWS_10894__90448,#FF0000,Novel,Novel
KWS_10900__184980,#FF0000,Novel,Novel
IF_107__4880,#FF0000,Novel,Novel
KWS_10465__85607,#FF0000,Novel,Novel
IF_178__126661,#FF0000,Novel,Novel
IF_031__1280,#FF0000,Novel,Novel
KeioHC_117__12491,#FF0000,Novel,Novel
IF_063__53423,#FF0000,Novel,Novel
S_7G47__31764,#FF0000,Novel,Novel
S_7G7__48609,#FF0000,Novel,Novel
IF_069__29556,#FF0000,Novel,Novel
KeioHC_3__111107,#FF0000,Novel,Novel
S_7G20__45604,#FF0000,Novel,Novel
