Metagenome	Streptococcus_mitis	Propionibacterium_acnes	Haemophilus_parainfluenzae	Lactobacillus_crispatus	Bacteroides_unclassified	Corynebacterium_matruchotii	Corynebacterium_accolens	Rothia_dentocariosa	Prevotella_melaninogenica	Staphylococcus_epidermidis	Bacteroides_vulgatus	Alistipes_putredinis	Neisseria_flavescens	Streptococcus_parasanguinis	Rothia_mucilaginosa	Lactobacillus_iners	Lactobacillus_jensenii	Streptococcus_sanguinis	Veillonella_unclassified	Prevotella_copri	Streptococcus_salivarius	Veillonella_parvula	Neisseria_mucosa	Bacteroides_ovatus	Veillonella_atypica	Streptococcus_infantis	Eubacterium_rectale	Gemella_haemolysans	Campylobacter_concisus	Bacteroides_stercoris	Capnocytophaga_gingivalis	Parabacteroides_merdae	Capnocytophaga_sputigena	Actinomyces_viscosus	Lactobacillus_gasseri	Neisseria_sicca	Haemophilus_influenzae	Veillonella_dispar	Bacteroides_caccae	Streptococcus_australis	Staphylococcus_aureus	Bacteroides_xylanisolvens	Faecalibacterium_prausnitzii	Lautropia_mirabilis	Actinomyces_oris	Dialister_invisus	Propionibacterium_unclassified	Neisseria_elongata	Alistipes_shahii	Ruminococcus_bromii
SRS017439	0.7689	0.0015	44.55537	0	0.04165	0.04722	0	0.13898	2.36585	0	0	0	11.75836	2.50588	11.95171	0	0	0.15607	3.9177	0	2.72922	0.36444	0.32773	0	0.43051	5.78557	0	0.03675	0.83089	0	0.35767	0	0.17152	0.02584	0	0.01277	0.064	0.74085	0	1.90855	0.01163	0	0	0.15436	0.02346	0.00366	0	0.10582	0	0
SRS017441	85.16321	0.00774	5.08577	0	0.02655	0.05199	0	0.20814	0.10536	0	0	0	0.31517	0.04908	0.21918	0	0	0.57646	0.25221	0	0.09809	0.29745	0.49932	0	0.01912	0.50422	0	0.67057	0.03117	0	0.08045	0	0.09865	0.06271	0	0.00182	2.47871	0.01312	0	0.2104	0	0	0	0.32041	0.04352	0.00357	0	0.09356	0	0
SRS017445	0.74572	0.00758	45.67326	0	0.00317	2.48072	0	5.50751	0.0006	0	0.00031	0.00136	0.01661	0.0018	0.00886	0	0	5.27467	0.10062	0	0.00352	2.56683	1.59819	0	0.00064	0.00726	0	0.04192	0.11951	0.00011	2.471	0	5.36353	4.00815	0	0.04239	0.03284	0.01265	0	0.03439	0	0	0	5.05634	1.82309	0	0.004	3.24472	0	0
SRS017451	2.56216	25.3166	4.68073	0	0	0	49.65667	0	0	3.89491	0	0	0	0	0.1674	0	0	0.17264	0.06131	0	0	0	0	0	0	0.17677	0	0	0	0	0	0	0	0.0221	0	0	0.01469	0	0	0.0325	0	0	0	0	0	0	1.33022	0	0	0
SRS017497	0	0	0	0	0.01025	0	0	0	0	0	0	0	0	0	0	0.10376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS017511	1.42703	0.00276	2.5715	0	0.0599	27.21911	0	9.08349	0.06422	0	0	0	0.0162	0.0073	0.00342	0	0	10.6299	1.77202	0	0.00366	2.73111	0.31531	0	0.00024	0.02685	0	0.07971	0.26538	0	3.86222	0	3.43386	3.46766	0	0.06636	0.10654	0.00514	0	0.0224	0	0	0	2.52376	3.29522	0.03218	0.00074	1.57273	0	0
SRS017520	0	0	0	98.3034	0	0	0	0	0	0	0	0	0	0	0	0	1.52906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02424	0	0	0
SRS017521	0	0.00245	0	0	24.97612	0	0	0	0	0	6.21067	0.00535	0	0.00426	0	0	0	0	0.00067	0	0	0	0	0	0	0	2.4252	0	0	8.29737	0	14.70677	0	0	0	0	0	0	0	0.00031	0	3.41177	0.42739	0	0	3.3639	0	0	0.22839	0.1623
SRS017533	2.87054	0.17056	18.61067	0.00262	0.04154	0.09095	0	0.71652	4.79382	0.07865	0	0	3.6652	9.60718	15.7668	0	0	0.89488	3.38763	0	2.16942	1.06754	0.1448	0	1.41558	10.56913	0	0.26607	0.71327	0	0.13062	0	0.1001	0.21526	0	0.00768	0.1064	1.33217	0	5.75296	0	0	0	0.07176	0.39067	0.02476	0	0.02237	0	0
SRS017537	73.83766	0.04234	1.79859	0	0	0.03518	0	0.92382	0.13455	0	0	0	0.07916	0.22215	0.07474	0	0	3.08883	0.24695	0	0.22923	0.71116	0.06934	0	0.01274	0.35717	0	9.46695	0.0455	0	0.00679	0	0.01092	0.24579	0	0.01494	0.80372	0.03442	0	0.13293	0	0	0	0.20762	0.46609	0.00052	0.00951	0	0	0
SRS017687	52.96538	0.0443	2.93898	0.00596	0.06816	2.52569	0	1.27184	1.10808	0	0	0	2.84641	0.91894	1.1075	0	0	3.50936	1.06474	0	0.37219	0.94527	2.22188	0	0.33544	1.01915	0.0052	6.81833	0.52496	0	0.0621	0	0.09783	0.21379	0	0.49047	5.03869	0.34073	0	0.08398	0	0	0	0.3155	0.22936	0.01659	0.00108	0.68224	0	0
SRS017691	0.69557	0.00348	0.77737	0	0.14674	25.67038	0	1.13795	1.20734	0	0	0	0.7367	0.00508	0.01732	0	0	1.70257	0.66481	0	0.00013	3.38926	2.5551	0	0.01135	0.01259	0	0.02859	1.2582	0	1.62581	0	1.7639	1.49234	0	0.09618	0.19349	0.03081	0	0	0	0	0	0.8226	0.78594	0.20113	0.00117	8.14233	0	0
SRS017697	1.55253	61.99656	0	0	0.26688	0	13.76306	0	0	17.38746	0	0	0	0	0	0	0	0.27697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52609	0	0	0
SRS017700	0	0	0	99.56594	0	0	0	0	0	0	0	0	0	0	0	0	0.34226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS017701	0	0	0.0091	0	49.44335	0	0	0	0	0	11.71676	4.1536	0	0.00075	0	0	0	0	0.00706	0	0	0.00207	0	0.92409	0	0	3.37812	0	0	1.18667	0	13.70687	0	0	0	0	0	0	2.23542	0	0	0.49347	0.32983	0	0	0	0	0	1.49379	1.40465
SRS017713	0.81852	0.009	15.00496	0	0.03619	0.45224	0	0.15909	3.70129	0	0	0	29.96717	7.64446	7.82296	0	0	0.36709	2.48023	0	1.70548	0.68461	0.6118	0	2.53442	4.07703	0.00267	0.12375	3.3192	0	0.01687	0.00121	0.03639	0.03474	0	0.00992	0.08372	2.10735	0	0.0493	0	0	0	0.10563	0.03531	0.00479	0.00044	0.04995	0	0
SRS017808	0.8429	0	36.4247	0	0.07976	0.04696	0	0.08507	14.27413	0	0.00135	0.00074	5.86682	3.59801	3.79232	0	0	0.17705	5.20365	0	2.82439	0.52066	0.20059	0	2.56136	2.94952	0.0037	0.03652	2.32066	0.00238	0.04714	0.00022	0.12514	0.00631	0.00059	0.14649	0.03097	3.20185	0	1.20364	0	0	0.00132	0.06745	0.00657	0.07052	0	0.05752	0	0.01097
SRS017810	53.99769	0.05185	9.596	0	0.24617	0.18197	0	0.28927	4.01113	0	0	0.00024	1.09348	0.57832	0.64998	0	0	1.61502	0.81367	0	0.64967	0.60452	0.56821	0	1.69776	1.80046	0	3.00578	1.3863	0.00348	0.15677	0	0.25392	0.08257	0	0.81024	2.93578	0.59117	0	0.2691	0	0	0	0.89041	0.0763	0.272	0.01281	0.07335	0	0.00087
SRS017814	1.24428	0	18.85299	0	0.00457	8.66218	0	30.69724	0.02582	0	0	0	0.4794	0.00683	0.01234	0	0	11.04048	0	0	0	0.60008	5.766	0	0.00304	0.01689	0	0.00184	0.10769	0	0.92518	0	1.27619	1.21256	0	5.38234	0.02231	0.00601	0	0.04577	0	0	0	2.82907	1.4155	0.00115	0	0.82582	0	0
SRS017820	1.6265	21.33419	0.53039	0	0	0	45.13879	0.16922	0	10.7235	0	0	0	0	0	0	0	0.22809	0	0	0	0	0.0731	0	0	0	0	0.02985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04985	0	0	0
SRS017821	0	0	0.50276	0	22.89636	0	0	0	0	0	2.10331	7.31297	0	0.0083	0	0	0	0	0.00544	0	0.02695	0.00704	0	4.74953	0.01271	0	0.79486	0	0	17.04226	0	6.52598	0	0	0	0	0	0.00231	4.29366	0	0	4.66991	0.40334	0	0	0.6587	0	0	1.98955	2.32231
SRS017849	0.0355	92.63201	0.01205	0	0.04584	0.00154	0.0061	0.00618	0.00827	5.02923	0.01893	0.02967	0.00149	0.00802	0.01174	0	0	0.01713	0	0.27501	0.00633	0.00296	0.00333	0.00577	0.00796	0.00526	0.14503	0.00424	0	0.0256	0	0.01114	0	0	0	0.00203	0	0.0001	0.00361	0.00666	0	0.00406	0.05956	0.00196	0	0.08758	0.54181	0.00026	0.00877	0.14684
SRS017851	0.05857	97.72065	0.00729	0	0.03005	0.00038	0.00462	0.02617	8.00E-05	1.7841	0.00066	0.00636	0	0.00017	0.00375	0	0	0.01967	0.00058	0	0	0	0.00571	0.00137	0	0.00053	0.00206	0.00148	0	0.00707	0	0.00391	0	0.0022	0	0.00516	0	0	0.00207	0.00055	0	0	0.00262	0.00282	0.00499	0.00376	0	0.00213	0.0016	0.01501
SRS018133	0.00064	0.00022	0.02402	0	29.42581	0	0	0	0	0	0.35862	45.13566	0	0	0	0	0	0	0.00094	0	0	0	0	2.55518	0	0	0.01903	0	0	2.51659	0	0.6567	0	0	0	0	0	0	1.86104	0	0	6.55059	0.11767	0	0	0.52768	0.00135	0	4.42824	0
SRS018145	0.4578	0	50.71333	0	0.03387	0.00673	0	0.00091	2.52421	0	0	0	2.21645	0.08441	3.23643	0	0	0.03811	11.10994	0	9.19837	1.3069	0.01132	0	0.04103	3.89509	0	0.07112	0.59015	0	0.04852	0	0.60546	0.00438	0	0.00621	0.03863	0.17669	0	4.69685	0	0	0	0.21904	0	0.00142	0	0.04699	0	0
SRS018149	50.57443	0.00101	6.67516	0	0.00725	0.00624	0	0.01298	0.08034	0	0	0	0.48437	0.00849	0.07356	0	0	0.5568	0.65518	0	0.30684	0.55425	0.02787	0	0.00757	0.37254	0	21.21001	0.02447	0	0.05922	0	0.15798	0.01555	0	0.02841	14.83094	0.01993	0	0.22193	0	0	0	0.20565	0.0037	0.00581	0.00131	0.11386	0	0
SRS018157	0.59696	0.00304	13.72294	0	0.04652	9.69272	0	1.44553	0.00567	0	0	0	7.19691	0.00016	0.00145	0	0	5.45694	0.19534	0	0.00087	0.57284	0.40022	0	0	0.05409	0	0.01177	0.06703	0	6.12876	0	10.72963	1.00381	0	0.61684	0.04831	0.00068	0	0.00897	0	0	0	3.49638	0.42013	0.00671	0.00074	6.66236	0	0
SRS018300	0.26172	0.00388	21.94181	0	0.05968	0	0	0.02699	19.23302	0	0	0	1.50718	3.84806	1.06625	0	0	0.0354	11.45725	0	3.02424	1.30949	0.01546	0	4.88415	4.07729	0	0.0315	2.35041	0	1.8696	0	0.12718	0.00337	0	0.00798	0.01688	0.46808	0	2.80508	0	0	0	0	0.00121	0.00511	0	0.00059	0	0
SRS018312	0	41.3858	0	0	0	0	0	0	0	2.27269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.90249	0	0	0	0	0	18.65788	0	0	0
SRS018329	75.40228	0.00846	5.11317	0	0.01161	0.01464	0	0.27624	0.25941	0	0	0.00203	0.0527	0.16275	0.91535	0	0	0.24582	0.2554	0	0.16862	0.21738	0.01396	0	0.09832	0.43789	0	10.20246	0.06918	0	0.05088	0	0.01897	0.04185	0	0.01077	1.96026	0.14409	0	0.09428	0	0	0	0.00417	0.04988	0.06075	0	0.01108	0	0
SRS018337	0.39799	0.00776	10.00012	0	0.01933	3.24036	0	32.1779	0.17959	0	0	0	0	0.26349	0.4014	0	0	13.28439	0	0	0.00032	13.04427	1.42701	0	0	0.02998	0	0.00043	0.09604	0	0.56394	0	0.6313	7.01452	0	2.14066	0.00255	0.00661	0	0.00727	0	0	0	0.08244	2.98275	0.03556	0.00251	0.847	0	0
SRS018351	0.0267	0.00127	0.07921	0	5.1567	0	0	0	0	0	6.34948	0.0615	0	0.00449	0.00601	0	0	0	0.00194	0	0	0.00477	0	32.24455	0	0.00552	0.47745	0	0	0	0	0	0	0	0	0	0	0	0	0.00049	0	10.67828	2.44426	0	0	6.47916	0	0	15.43923	9.23646
SRS018357	0.99258	0.00969	29.4477	0	0.17821	0.00578	0	0.02387	21.45678	0	0	0	6.66589	1.05523	9.61328	0	0	0.06866	7.05638	0	1.09949	0.95209	0.18904	0	1.35011	4.1064	0	0.06711	1.16242	0	0.16128	0	0.07419	0.00295	0	0.04078	0.02882	1.32706	0	3.43387	0	0	0	0.06213	0.00684	0.00968	0.00023	0.0215	0	0
SRS018359	50.31783	0.01619	23.54006	0	0.01074	0.02189	0	0.71914	0.89172	0	0	0	0.50752	0.04226	9.41037	0	0	0.51397	0.68713	0	0.03451	1.83201	0.34963	0	0.0717	1.53146	0	2.54214	0.06812	0	0.06042	0	0.06058	0.05975	0	0.1637	1.12453	0.17679	0	0.37067	0	0	0	0.42651	0.27244	0.01666	0	0.0674	0	0
SRS018369	2.87083	30.19882	0.3111	0	0	0	6.25116	0	0	22.0614	0	0	0	0	0	0	0	0.94737	0.2958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.44968	0	0	0	0	0	3.58622	0	0	0
SRS018394	0.39617	0.01302	3.59875	0	0.02177	11.56895	0	3.74502	0.65401	0	0	0	0.27968	0	0.00929	0	0	6.71325	0.72638	0	0	9.44619	5.42913	0	0.00023	0.00274	0	0.01553	0.02734	0	5.3196	0	10.13837	1.96952	0	0.57023	0.02286	0.05269	0	0.00223	0	0	0	4.77337	1.33721	0	0.00194	5.41469	0	0
SRS018427	0.01393	0	0.00214	0	35.37108	0	0	0	0	0	0.49273	11.04249	0	0.00129	0	0	0	0	0	0	0.00209	0	0	2.16794	0	0	11.30426	0	0	0	0	0	0	0	0	0	0	0	8.84849	0.00049	0	2.79634	2.63444	0	0	7.38776	0	0	1.63322	5.28871
SRS018439	0.4354	0.00117	20.36883	0	0.11867	0.00918	0	0.00912	11.13108	0	0	0	32.24335	0.85742	1.24801	0	0	0.026	12.9913	0	0.28709	0.68891	0.14297	0	1.62272	3.46175	0	0.02244	1.4923	0	0.73424	0	2.85673	0.00633	0	0.10792	0.01825	1.04139	0	1.12119	0	0	0	0.00763	0.00234	0.02169	0	0.02114	0	0
SRS018463	0	8.16709	4.19389	0	0	0.26328	7.63663	0	2.09039	1.28888	0	0	11.34337	0	0	0	0	0	3.04448	0	0	0.14501	0	0	0.12654	0	0	0	0	0	0	0	0.3359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS018573	0.82639	0.00066	11.25875	0	0.00757	7.32584	0	6.34276	0.07613	0	0	0	0.25584	0.54383	0.14837	0	0	6.95212	0	0	0.01658	6.52239	23.00115	0	0.00372	0.02481	0	0.00161	0.10022	0	3.88378	0	4.09869	2.01249	0	1.83644	0.01361	0.01455	0	0.00035	0	0	0	0.777	5.01507	0.03286	0	4.73509	0	0
SRS018575	0	0.00423	0.00372	0	34.19451	0	0	0.00019	0	0	0.02013	0.01006	0	0.00012	0	0	0	0.00052	0.00296	0	0	0.0187	0	36.39247	0.00052	0	1.28601	0	0	0.13287	0	6.68325	0	0	0	0	0	0	0.00011	0	0	2.97482	1.17496	0	0	0	0.00507	0	0.25452	0
SRS018585	0	35.3075	0	0	0	0	32.20847	0	0	19.61091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS018591	0.06819	0	0.45555	0	0.01604	0.00482	0	0.01218	20.90568	0	0	0	0.85488	10.67305	1.2869	0	0	0.03827	0	0	7.4861	1.83889	0.16497	0	14.29077	0.05192	0	0.01447	11.80556	0	0.02581	0	0.01496	0.00243	0	0.01786	0.00132	4.82706	0	0.00168	0	0	0	0.00291	0.00386	0.00131	0	0.00514	0	0
SRS018656	0.02662	0	0	0	4.68341	0	0	0.00474	0	0	0.20655	0.53763	0	0.00367	0	0	0	0.01705	0.00792	0	0	0	0	0	0	0.00903	2.55937	0	0	0	0	0	0	0	0	0	0	0	0	0.00465	0	0	1.25747	0	0	46.13638	0	0	5.52417	14.36075
SRS018661	32.87587	0.00531	21.9203	0	0.02027	0.08029	0	2.23457	1.65177	0	0	0	1.56451	0.23025	1.30499	0	0	4.54542	1.09911	0	0.1037	2.91071	3.83784	0	0.31183	3.89501	0	2.78156	0.23132	0	0.16865	0	0.23661	0.3306	0	1.97156	1.24057	0.16362	0	0.29044	0	0	0	0.00942	0.72931	0.02135	0.01366	0.11386	0	0
SRS018665	0.67602	0.00016	7.77294	0	0.07458	15.2086	0	2.92255	0.55898	0	0	0	15.69455	0.06333	0.13442	0	0	1.6928	0.3604	0	5.00E-05	2.95622	8.81629	0	0.00215	0.15483	0	0.31602	0.53036	0	2.19604	0	4.60271	1.30396	0	1.81882	0.06789	0.01326	0	0.01055	0	0	0	1.31848	1.26027	0.00702	0.00064	1.69516	0	0.00099
SRS018671	0	63.32938	0	0	0	0	0	0	0	31.22268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS018739	0.82537	0	4.01074	0	0.29279	0.01148	0	0.09345	9.2854	0	0.00108	0.0033	4.62936	4.85948	2.35949	0	0	0.05582	0	0.0021	2.7276	0.70939	0.57308	0	13.51278	4.72931	0.00436	0.10563	6.03759	0	0.67041	0.00287	0.11006	0.00918	0	0.21841	0.04194	3.32262	0	1.10938	0	0.001	0	0.00365	0.01668	0.26467	0	0.03537	0	0
SRS018769	0	0	0	99.61572	0.07779	0	0	0	0	0	0	0.01345	0	0	0	0.04492	0	0	0	0.01618	0	0	0	0	0	0	0.05879	0	0	0	0	0.01445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS018778	0.1717	0.00057	0.5615	0	0	0.89918	0	58.54305	0.15312	0	0	0	0	0.01264	0.01061	0	0	1.61193	0	0	0	1.64752	0.57334	0	0	0.00963	0	0.00787	0.02505	0	2.84986	0	0.12153	17.37152	0	0.02293	0.0087	0.02075	0	0	0	0	0	0.01375	8.63458	0.09187	0.00227	0.08474	0	0
SRS018784	0	14.97665	0	0	0	0	76.58206	0	0	6.55479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS018791	0.09742	0	4.32544	0	0.04582	0	0	0.01222	31.2852	0	0	0	0.25287	15.94301	1.00493	0	0	0.00719	0.28558	0	1.64267	0.82914	0.00208	0	15.42994	0.957	0	0.01886	6.51238	0	0.00355	0	0.00015	0.00143	0	0	0.01028	6.08185	0	0.0034	0	0	0	0	0.00115	0	0	0	0	0
SRS018817	0.00054	0	0	0	35.4572	0	0	0	0	0	7.75604	11.07196	0	0.00643	0	0	0	0	0.00041	0	0	0	0	15.10471	0	0	0.57544	0	0	11.33299	0	0	0	0	0	0	0	0	0	0	0	0.06512	3.87576	0	0	0	0	0	1.09615	1.83567
SRS018969	1.0327	0.00166	9.68152	0	0.02313	0.03564	0	0.03719	9.60792	0	0	0	20.1927	6.86908	18.93361	0	0	0.29311	7.13307	0	1.28179	0.5486	0.01162	0	1.01158	2.53736	0	0.06945	1.60639	0	0.26886	0	0.03916	0.05879	0	0.02502	0.04972	3.75445	0	0.54948	0	0	0	0.83245	0.02232	0	0	0.16114	0	0
SRS018971	22.98735	0	31.6851	0	0.00924	0.0103	0	0.8238	0.99278	0	0	0	1.88985	0.73538	14.99039	0	0	1.86155	2.84521	0	0.16239	0.8467	0.54864	0	0.04585	0.86796	0	2.2009	0.19502	0	0.62717	0	0.17694	0.36457	0	1.00432	0.26611	0.22309	0	3.29398	0	0	0	3.23044	0.10586	0	0.00615	0.24789	0	0
SRS018975	0.43427	0.0075	3.32653	0	0.00609	9.40493	0	8.365	0.01843	0	0	0	0.06994	0.01433	0.23616	0	0	14.27942	5.18367	0	0	3.30939	0.23101	0	0.00018	0.01229	0	0.01291	0.14403	0	5.3746	0	3.15344	9.90832	0	0.45159	0.01236	0.01096	0	0.07029	0	0	0	8.76349	3.07876	0	0.00057	3.72431	0	0
SRS018978	8.20085	70.54471	0.01553	0	0.30497	0	0	0	0	13.70079	0	0.09842	0	0.00239	0	0.72874	0.57564	0	0.00497	0.00053	0	0	0	0.00493	0	0	0	0.97174	0	0	0	0	0	0	0	0	0.97237	0	0	0	0.00857	0	0	0	0	0.00485	2.48266	0	0	0
SRS018981	0	89.94142	0.18917	0	0	0	0	0	0	7.76626	0	0	0	0	0.0133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS019015	0.15695	17.122	0	0	0	0	0	0	0.00206	49.39408	0	0	0	0.0078	0	0	0	0	0.02032	0	0.00125	0	0	0	0	0	0	0.00254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.49659	0	0	0
SRS019016	0.06348	69.36043	0	0	0	0	0.04673	0	0	5.62723	0	0	0	0.00117	0.00357	0	0	0	0.00041	0	0.00064	0	0	0	0	0.00279	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07501	0	0	0
SRS019019	0.38492	42.65363	0	0	0	0	43.1991	0	0	5.76171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64468	0	0	0
SRS019022	1.51678	0.00369	8.04867	0	0.02513	0.0579	0	0.12779	5.64153	0	0	0	0	10.37399	28.44076	0	0	0.00872	3.91742	0	0.09382	0.38796	0	0	0.92291	5.1458	0	0.11714	1.01425	0	0.02682	0	0.0564	0.14985	0	0	0.03463	5.49301	0	0.01205	0	0	0	0.01021	0.08833	0.035	0	0	0	0
SRS019024	38.66747	0	3.13569	0	0	2.40403	0	1.33695	2.98361	0	0	0	0	3.29956	4.01827	0	0	0.02403	5.12188	0	0.02428	7.39769	0	0	0.4713	1.5732	0	2.22396	0.62774	0	0.07085	0	0.12537	2.36414	0	0	0.16418	1.8395	0	0	0	0	0	0.02705	4.47937	0.05441	0	0	0	0
SRS019025	74.09292	0	1.0303	0	0.0265	2.0353	0	0.8953	1.12436	0	0	0	0	1.03579	0.35944	0	0	0.06434	1.83817	0	0.01529	2.88907	0	0	0.13178	0.47858	0	1.85191	0.14597	0	0.10573	0	0.10203	0.68971	0	0	0.13245	0.45409	0	0.00125	0	0	0	0.00041	1.01387	0.01047	0.00177	0	0	0
SRS019026	1.6258	0	2.43004	0	0.31869	0.00949	0	0.05683	10.7974	0	0	0	0	4.56897	0.3112	0	0	0.00256	1.07277	0	0.68348	0.72378	0	0	18.22272	2.58318	0	0.15245	6.2002	0	0.02463	0	0.05946	0	0	0	0.04062	9.89401	0	0.00621	0	0	0	0	0	2.35968	0	0	0	0
SRS019027	3.24302	0	7.05623	0	0.16737	0.0054	0	0.04882	12.19624	0	0	0	0.00705	4.99032	0.58016	0	0	0.00376	8.41681	0	0.69606	0.88805	0	0	10.86567	4.31654	0	0.36903	5.18818	0	0.16289	0	0.05943	0	0	0	0.09011	13.73289	0	0.00636	0	0	0	0	0.00313	0.28482	0	0	0	0
SRS019028	4.30834	0	5.78929	0	0.05309	13.28869	0	2.17961	1.13116	0	0	0	0	1.73382	0.76605	0	0	0.26987	3.27693	0	0	11.98757	0	0	0.04767	0.18412	0	0.38414	0.49845	0	8.15119	0	12.38806	1.64493	0	0	0.06321	0.69043	0	0.00073	0	0.00046	0	0.00486	0.97051	0.0245	0	0	0	0
SRS019029	1.70642	0	2.63135	0	0.37677	19.16234	0	1.44253	3.18876	0	0	0	0	0.34783	0.12986	0	0	0.19938	1.25797	0	0	4.84556	0.00902	0	0.03552	0.02176	0	0.27133	1.4078	0	3.59382	0	4.68139	2.77774	0	0	0.05569	0.39918	0	0	0	0	0	0.33904	1.33111	1.16475	0	0	0	0
SRS019030	0.00383	0	0	0	17.12825	0	0	0	0	0	3.26789	16.00558	0	0.00351	0	0	0	0	0	0	0	0.00655	0	0.7559	0	0	5.92436	0	0	21.52073	0	3.95056	0	0	0	0	0	0	3.91885	0	0	0.69674	5.71815	0	0	0	0	0	0.2509	1.82967
SRS019033	0.26605	6.55938	0	0	0	0	0	0	0	15.31098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.92887	0	0	0
SRS019039	1.89216	29.26171	0	0	0.38492	0	32.34243	0	0	12.18816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52515	0	0	0
SRS019045	1.4557	0.0032	8.48011	0	0.02295	0.05584	0	0.12381	5.76902	0	0	0	0.00257	10.60248	26.96341	0	0	0.00734	3.97858	0	0.09779	0.42622	0	0.00699	0.91277	5.5953	0	0.11417	1.10324	0	0.02724	0.00089	0.06106	0.13136	0	0	0.0335	5.47844	0	0.0144	0	0	0	0.00761	0.07316	0.03877	0	0	0	0
SRS019063	0.06228	25.06338	0	0	0	0	0.01307	0	0	34.60265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.48734	0	0	0
SRS019064	0.01266	4.62009	0	0	0	0	0.0132	0	0	42.36408	0	0	0	0	0	0	0	0.00317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39038	0	0	0
SRS019067	0	35.40124	0	0	0	0	40.2889	0	0	6.14503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70909	0	0	0	0	0	0	0	0	0
SRS019071	0.56256	0	19.65373	0	0.12514	0	0	0.00343	14.20459	0	0	0	8.66286	0.29684	1.4573	0	0	0.00509	9.16451	0	0.41997	1.40311	0.03734	0	2.37704	3.44712	0	0.0965	1.51934	0	5.47039	0	5.19512	0	0	0.03107	0.01904	0.49536	0	2.84591	0	0	0	0.01564	0	0.01845	0	0.00271	0	0
SRS019073	31.72147	0	13.8981	0	0.02977	0.03325	0	1.66445	0.21886	0	0	0	0.23571	0.00154	0.09204	0	0	0.83809	0	0	0	4.17267	2.56847	0	0.00387	1.40479	0	6.28653	0.02369	0	1.03447	0	3.72497	0.08231	0	4.60317	3.0416	0.00702	0	0.13034	0	0	0	0.2649	0.15723	0	0	0.04316	0	0
SRS019077	3.72982	0	8.98715	0	0.03426	0.431	0	4.11678	0.05533	0	0	0	0.16904	0	0.00761	0	0	7.88124	0	0	0	0.88969	14.40711	0	0	0.11987	0	0.70942	0.00418	0	1.27918	0	1.93354	1.65304	0	16.36491	0.8067	0	0	0.04047	0	0	0	2.20822	0.85668	0	0	1.512	0	0
SRS019081	0.10693	4.64021	0	0	0.0564	0	0	0	0	38.65945	0	0	0	0	0	0	0	0	0.00415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86539	0	0	0
SRS019087	0	29.95324	0	0	0	0	31.31087	0	0	9.211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43586	0	0	0	0	0	5.25994	0	0	0
