Pathway	Healthy01	Healthy02	Healthy03	Healthy04	Healthy05	Healthy06	Healthy07	Healthy08	Healthy09	Healthy10	Healthy11	Healthy12	Healthy13	Healthy14	Healthy15	Healthy16	Healthy17	Healthy18	Healthy19	Healthy20	Patients01	Patients02	Patients03	Patients04	Patients05	Patients06	Patients07	Patients08	Patients09	Patients10	Patients11	Patients12	Patients13	Patients14	Patients15	Patients16	Patients17	Patients18	Patients19	Patients20
Pathway234	15329.32754	4990.268525	2872.980033	19201.45003	11823.11801	11494.19084	8494.036209	19756.20648	16926.12117	6960.264237	6391.365138	14695.99807	19813.0861	20296.37377	13737.23475	4302.664241	3232.937566	8435.903253	17872.08375	2222.22425	15293.46138	11385.99744	24670.92719	10870.9732	21718.69444	24461.86869	16095.41241	7619.990667	10148.89089	11197.89034	28948.2179	10105.09582	13037.22157	27590.05386	26107.80795	32852.61864	22305.60965	5779.286241	24954.41193	2420.095929
Pathway235	24596.44556	7443.175272	5557.866975	35609.33433	23118.93971	19283.52891	16920.11646	37220.34886	27132.15035	13784.09612	15035.52889	29373.03646	49144.5317	31125.7045	25269.5613	8237.18345	7302.201414	14519.18288	26318.16867	25269.5602	26802.46006	26273.83047	36674.43589	21003.17819	49581.1723	64795.57225	25124.67017	19887.82671	23680.6291	21770.23887	32846.55605	19404.51564	18193.85351	35820.07738	32653.98083	39109.17663	38586.51369	11638.08226	33149.69582	5919.862938
Pathway236	586.1980164	31.64556962	15.82278481	1014.108759	457.8974458	248.3824234	198.0375886	154.2125411	369.5376166	25.11047862	129.5083862	449.5759999	3810.68636	1171.681823	839.4153409	28.48101266	53.79746835	18.98734177	218.0552029	229.4052409	113.9240506	41.13924051	91.7721519	212.3901179	104.3239268	12.65822785	113.9041478	0	53.79746835	25.3164557	926.839194	98.10126582	9.156496057	474.6342521	454.625986	367.5622821	442.9998958	0	954.104906	28.48101266
Pathway237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.032332238	0	0	0	0	0	12.620149	0	0	0
Pathway238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.593862463	0	0	0	0	0	0	22.11467067	0	0	0	0	0	12.620149	0	0	0
Pathway239	2019.410681	608.8500299	245.9625261	2959.034377	1758.937798	1502.805242	996.8186807	1830.436104	2265.879638	757.1744564	1376.158328	2354.65467	3394.015647	2442.735507	2383.684126	349.5273523	313.7760209	341.6901396	1707.47861	2222.624026	739.0951434	494.029178	770.6705473	564.9422378	2473.658468	2342.758101	1155.468474	117.7577031	502.4334019	560.7543726	706.2375612	487.89966	556.2551583	936.8847119	2587.319534	2861.616535	1992.691441	161.2463541	3641.036696	247.183785
Pathway240	1327.177646	339.491576	196.6715841	1696.105055	839.4534368	850.9202097	554.1607708	453.6358977	1559.702062	592.8259296	824.1879536	1536.846063	566.766655	1601.25318	1060.941613	233.2028292	380.0823729	840.0757963	1406.335009	60.940602	1262.711145	2545.42897	2792.564529	1461.576805	1890.376639	6984.30331	2199.099018	517.6341984	1004.447837	933.5081008	1496.701778	427.9512274	1356.420669	2717.664663	2534.231158	3145.010444	1599.773944	410.3543699	3168.166664	188.7003367
Pathway241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway242	1209.589748	348.4255935	194.5827187	2113.924255	1039.583449	898.31011	391.6678445	1221.94923	1006.000262	34.86258802	521.4818369	1109.077794	555.3375465	2495.143589	1427.980658	148.1160351	216.5182995	107.5200037	1190.506169	422.920652	576.7616593	386.5380254	36.37322088	120.1962431	245.6549481	118.969644	1156.712283	0	113.8900022	36.286971	8335.260624	404.4757726	323.5862121	748.5021718	2994.278111	2626.478398	882.5303461	18.27616178	2337.765199	66.21752482
Pathway243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611877693	0	0	0	0	0	0	0	0	0
Pathway245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway246	3362.345768	1205.279911	640.2238423	6249.524805	2391.633626	2775.60895	3111.436181	3842.813035	5240.149346	2157.490871	2407.363959	5089.782721	7115.412227	5242.953821	2756.619234	1006.592785	1001.566671	2156.812957	3432.98512	2256.609224	3829.392324	3732.915118	5252.071086	2227.409689	3007.603759	8596.761127	3614.775793	937.0215087	1987.765908	2183.262528	6692.469803	3435.273842	3168.143822	4081.351945	4973.320798	6834.445309	4475.37118	1372.556266	4742.746052	666.8389963
Pathway247	0	158.9826099	106.0911301	12.96596434	7.293354943	188.5798359	240.4914185	151.213868	19.81929594	184.9523511	16.21514693	245.5502445	72.36594539	64.29343102	0	83.30897786	12.10974479	308.7905998	128.7792947	0	114.4517297	5.226480836	1070.060599	250.4014756	166.3061428	105.7291941	200.5962844	65.35777774	252.7692838	204.69178	588.7969154	10.33607794	70.55274845	68.86057879	50.82927141	238.6044727	141.9113133	103.356692	0	14.53976955
Pathway248	1258.133601	530.7720148	795.6536959	1650.888333	1578.620983	826.7592474	1090.366293	7270.277286	2669.632335	1501.336347	656.4587011	1281.803305	5760.053718	1897.405799	777.4688135	873.3564937	596.4630705	1542.415742	2655.451384	222.4622025	2186.249627	1874.655627	2946.158286	1356.927231	2275.73492	6612.923736	1508.196788	541.3910455	1503.278949	1735.13389	4307.027686	1417.432505	1205.103767	2865.965689	2516.837291	3811.022371	3123.172683	1019.741309	1704.697809	350.8189162
Pathway249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.80125742	0	0	0	0	0	0	0	0	0
Pathway250	1712.231323	292.091723	664.3847874	2377.015813	2674.690646	1287.734871	1117.93424	6124.197966	1902.861524	1853.531371	986.3322715	2025.447295	2916.54047	1627.327011	2641.534912	549.9600069	194.0332713	642.6877537	1396.051153	2640.524902	438.3903381	1561.472491	1010.336714	1110.80197	4936.230073	4008.581607	828.3713063	445.5320671	687.6553087	1066.361028	795.8641304	455.2373825	433.1119098	1316.263098	945.853149	1287.871383	1679.599302	215.8034604	2639.997299	755.6105154
Pathway251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway253	1093.195487	156.5708435	56.41808886	1281.170412	833.2343244	862.212684	456.6877628	247.7131394	1203.559355	644.3416549	446.254877	1031.794073	558.9556303	1054.400886	1482.747236	123.3329042	171.154333	152.0178809	938.6017412	422.242226	291.2631168	1212.315043	636.6916105	440.3724054	1611.572038	4554.611269	934.0323293	295.8547083	281.4291219	398.3406168	1230.387908	350.5113275	246.8800839	969.2872813	705.1564873	857.533347	1284.905317	132.3024894	1469.919448	193.367928
Pathway254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179791442	0	0	0	0	0	0.312831139	13.96900341	0	0	0	0.43600758	0	0	2.801633884	0	0	0	0	0	0.838574424	0	0.915750916	6.753626445
Pathway256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway257	7090.386726	2706.17529	1298.012497	11819.73184	6614.497725	6055.976447	7805.838002	8538.981978	5663.967047	3520.690232	5474.448461	10551.18114	8369.818896	8178.353373	6674.413061	1801.546856	2314.15903	4630.770033	8195.348424	6624.40206	7387.001557	3111.483092	10688.21251	4536.313731	11229.25078	5482.585727	4978.532002	5295.797322	6126.809354	6338.646738	22260.93223	6980.161387	5450.280398	7838.485536	8123.558419	9798.837724	9781.144914	4538.619094	9230.20055	1739.556486
Pathway258	0	0	5.4894785	0	0	0	0	0	0	24.79406448	0	17.65806338	0	0	0	0	0	0	31.48543523	0	0	0	11.43274721	18.10659863	0	291.9332324	0	0	0	6.977676344	10.63829787	0	0	0	0	0	0	0	0	0
Pathway259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway260	29.34522162	165.0800468	114.7850193	46.06540522	15.34704622	194.4890522	295.6900223	157.2663903	317.0096477	513.229597	62.64770073	394.0117847	206.6659439	72.55603024	31.53657819	107.1072185	12.10974479	320.8298461	259.2813794	20.52652209	173.6531643	1274.466506	1623.802498	457.4974139	647.1955701	4540.403224	582.2715127	250.7898719	315.6888164	474.1881368	658.449357	48.65612522	513.4569915	256.2285941	238.8707484	798.1540908	206.3366653	228.909003	441.3380991	16.17091743
Pathway261	0	0	6.938670792	7.204610951	4.322766571	63.21995783	19.41747573	0	105.409154	223.5610264	47.15672677	31.05277253	11.09570042	13.58720945	16.64355062	5.763688761	8.645533141	0	0	6.64255062	34.31233437	997.1524641	25.89623746	15.59172924	325.7615169	1135.750545	137.3140817	158.0409028	0	30.7290147	0	0	246.9048273	97.08737864	47.04690342	189.4150347	18.78835266	27.66756755	130.8394838	2.856459072
Pathway262	10939.03736	3610.630903	2616.221053	20468.72489	10220.31502	10056.36357	11638.05269	17645.10407	14681.52394	9547.768128	8440.203501	19868.57797	27317.92293	14775.12152	12970.76091	3644.199701	3617.969554	5871.148379	10887.16381	2920.2609	11009.49408	15152.92099	16422.29583	10269.96587	24574.61532	45445.6956	12789.4386	10526.49837	15245.07589	8487.776748	11452.66257	5826.446249	7643.320425	13836.58533	13844.79856	16756.56289	15944.62938	5544.594009	17475.81116	2844.82277
Pathway263	0	0	0	0	0	0	0	3.716184027	64.32896765	50.04855336	0	17.47165293	17.46027513	10.15572106	3.121995657	0	0	0	25.12310773	2.020995652	10.36365364	190.9401188	12.88802305	23.37179425	151.6020701	1027.156908	97.57976316	35.51834747	1.682654059	93.66870162	23.77292773	2.523260123	87.60839142	70.41162693	15.12523223	0	22.34258632	20.93819783	27.7200933	0
Pathway264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.784688995	0	0	0	0	41.82248578	0	0	0	0
Pathway265	2181.218045	632.3869661	259.7298739	3030.892583	2086.606433	1393.575756	1097.974638	982.0709591	2598.159504	987.8344289	1106.093665	2839.756806	887.9496636	2949.313464	2054.891466	424.0131757	419.965831	1215.086861	2500.719504	2054.290466	2550.428012	3857.549759	3801.888668	1611.37774	2314.311925	6967.344646	2518.671276	485.1910868	1399.292166	1578.916805	4412.75726	754.7337945	1846.867725	4542.969451	4335.928895	5376.128123	2825.25654	946.979677	4044.276392	318.7524507
Pathway266	14294.11588	2381.612723	1201.845863	21103.59633	10877.56894	9744.403125	5109.554311	7191.291415	12692.24033	4951.128401	7858.944059	14730.33968	5576.339811	15385.17947	13792.45822	2075.391657	2390.904837	5525.357456	11654.26407	2292.45222	9176.581327	20490.70023	19707.23871	7061.534976	20476.64122	53940.07104	16562.99041	3726.488571	7035.165567	9270.291117	4714.205911	7064.423042	10622.39387	18993.19006	18878.38509	22697.12719	18559.04486	3009.862337	21285.1826	2181.452221
Pathway267	14504.71775	3051.42346	1579.586242	21990.04269	12347.75822	10845.4556	6241.849148	8804.362202	15476.57865	7494.166023	8175.674994	16948.82791	12572.50053	16490.13374	14679.54036	2719.921544	2916.55022	6429.023465	13990.15607	4629.54026	10525.2529	31102.82008	23624.99922	9117.498594	26548.36474	76296.47298	19189.95449	6682.551118	11744.99174	10635.90051	6782.019562	8220.436621	12703.89229	20168.56526	20442.50378	24956.21063	20409.0103	4331.139198	22064.26311	2662.336893
Pathway268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611877693	0	0	0	0	0	0	0	0	0
Pathway270	3947.649382	1089.046595	567.6612768	5203.497308	3122.025996	2715.054284	1772.160283	4554.398994	3980.681136	1504.833418	2060.232388	4158.100697	1678.283697	5139.578355	3405.573157	916.6366317	973.2566091	2540.877604	4733.297095	2405.522052	3469.601224	3239.535179	5771.970688	2346.716547	6062.059305	8133.21976	4061.082532	616.3365954	2512.426393	2437.033339	14072.84032	3016.486537	2782.733371	5606.555907	8033.430034	7874.6919	6144.95524	657.0073511	6611.686277	787.7505312
Pathway271	10562.85172	3971.739016	2744.242717	16025.26579	9048.654384	8793.835228	9500.493688	12761.5215	9959.795269	5074.446957	6968.217958	15468.90512	7800.183381	13848.59344	10220.35819	2706.379342	4128.136209	5800.457602	11908.0629	220.25209	8683.684408	8244.694846	10245.33025	5446.331799	13924.7024	15795.05182	9144.589943	1915.818082	5383.401253	5562.840151	34922.03248	9523.389248	8120.303154	12843.53929	15775.43353	16982.27121	14956.08558	1582.788475	14573.29122	1669.447672
Pathway272	1615.837096	506.9504107	210.3880008	2238.547446	848.5505656	1019.731367	704.7488528	1350.957715	1419.978941	454.7170967	789.4123831	1800.70752	729.7242045	2311.618722	1173.224985	346.4721873	294.6742865	1276.205245	1827.829853	22.224925	1696.487567	2001.476935	3708.443223	1649.49342	1786.061019	4642.938478	2413.681888	319.5808025	1230.106474	1032.102552	952.2025766	545.7068751	1831.391684	3237.928626	4105.908918	4121.52513	1984.324824	436.101748	2984.50526	182.3746329
Pathway273	14633.87251	4962.947608	3130.725606	18939.53972	12165.28058	11552.39658	10911.32963	23328.49763	16987.42619	8981.496439	9688.818701	17699.57016	28007.0939	17468.84471	14349.7991	4842.618092	3877.943138	9157.859456	16322.76961	4249.299	13662.49051	11849.77604	22896.30385	11227.1967	25657.78931	22952.52097	13040.29337	8236.059865	16475.27992	12535.02731	22114.55933	10099.87971	10134.88121	20368.07247	18625.77546	24850.10713	22640.20075	6429.492958	20952.97245	3602.995554
Pathway274	2426.073565	615.5757722	365.2370375	2266.272943	1153.231214	574.9517921	1156.033507	747.9808596	4951.405008	2376.271098	1286.879831	2367.23896	1866.950765	2195.214885	762.6371124	645.6706778	313.6260426	1564.390555	1166.037234	262.6220024	1068.48529	11368.41788	6528.808415	2334.047436	5637.655282	22447.8273	3504.939707	1794.978047	1641.225511	2573.769512	2330.089487	683.5596488	2989.735762	3724.331821	1803.883101	7576.117468	1810.676605	1398.937046	5227.130711	208.4536016
Pathway275	8967.94287	1913.022319	1002.806822	13443.65513	6815.013337	7105.722209	3845.013117	3193.698019	7673.951123	606.1455542	2645.75702	8325.872018	5757.712436	10593.33658	10715.20025	1456.215866	1287.785558	3625.08874	4813.295333	205.20025	5680.152902	1742.721807	10011.6729	4070.09713	9418.6816	2291.161101	7174.881504	1137.899065	3931.172876	4074.595683	4064.075384	2118.497868	3293.981079	14200.84285	13774.33521	13907.33062	9847.774972	1620.264336	12442.31491	943.944279
Pathway276	1303.854031	333.5035521	94.14278923	1670.401683	839.4534368	850.9202097	500.1373855	453.6358977	1260.886193	417.4239422	752.86338	1448.252733	530.4316299	1594.202106	1024.405978	215.2387574	262.4764718	748.0651514	1277.469848	24.405922	1197.599577	1008.151179	2522.659014	1334.1906	1445.258911	4087.871049	1544.004507	241.3452492	964.243617	773.5155059	944.3733951	400.6888899	902.1141103	2478.127069	2448.231758	2617.163067	1458.71594	316.5941547	2813.37293	137.5281929
Pathway277	945.6510796	523.0571374	306.758516	1783.766097	459.5246706	330.4911975	516.9579932	2334.263864	1177.705941	634.3612912	383.1293741	695.0431573	702.7738164	1741.314393	447.7384947	302.8213124	135.3625312	753.87292	1754.344132	442.2224942	1353.717459	2678.748898	1816.431818	577.6969718	953.4132075	4640.289397	2446.814118	321.9958355	396.0437316	635.2730476	253.0294774	685.7860276	1988.609474	2993.583338	4073.325656	4176.954799	1291.420338	258.8429816	2005.009788	188.8722274
Pathway278	311.9830648	173.4468587	116.2452116	568.1457628	9.097128838	168.8111569	204.6114673	897.3218173	159.0927483	37.29315448	36.54900315	352.4547869	199.2925746	717.4166156	148.8190063	131.2334299	32.19781471	528.1400933	550.3600045	42.2090062	498.8879899	993.3257559	1185.784209	323.9545669	340.8021087	555.0674288	869.6773811	78.23555327	265.862857	258.5870462	7.829181495	145.0179852	929.2775741	759.8015564	1657.67716	1504.362063	525.6088843	119.5075933	171.13233	44.84644001
Pathway279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.928727733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530.9876073	0	0	0
Pathway281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.928727733	0	0	0	0	0	0	0.775193798	0	0	0	0	0	0	0	0	0
Pathway284	0	7.314100563	0	0	10.96929568	0	45.0692342	0	0	0	17.0427088	0	0	0	0	0	0	0	0	0	0	0	0	14.13945855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9106714	0	7.19895288	0	0	0	0	0	7.853403141	0	0.611877693	0	0	12.62488074	0	0	6.885669626	0	0	0
Pathway286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway287	8730.193012	2757.372604	2236.087598	12304.6527	8629.027491	6399.427927	4866.639512	7536.196905	8327.1663	4331.834343	5352.332112	8335.649637	13523.66587	10933.82333	8141.511959	1898.977523	3450.466536	3538.132005	8662.220587	2040.500959	4816.86634	4298.653687	6301.557562	3528.573462	13415.70852	11516.20142	7464.55547	2007.965152	4228.366244	3232.179947	18398.96969	4377.995432	3944.098959	11502.95818	13597.88216	16549.37681	10775.83282	1221.09767	15788.57503	2169.923263
Pathway288	25675.61451	7627.951363	4763.283577	41801.19125	25124.10277	21234.51525	21975.28681	31388.20614	27882.10391	17718.64325	17050.16377	36829.92267	40372.45064	33758.11464	28673.90102	6513.310759	7266.231086	13302.10901	28524.95266	22622.90002	20783.21259	21509.47148	27520.87239	15092.38171	39621.52384	56801.5024	22572.82161	9629.02742	14936.78433	15718.10079	58915.79478	19344.81582	20662.72387	28848.2255	34064.22665	39238.39607	37228.03615	6524.170119	37234.08199	5902.842256
Pathway289	0	0	31.60963229	7.221281584	0	0	20.93549317	30.17840374	715.1866119	1017.055584	96.22841047	262.2142036	178.9090199	22.66572031	104.3486037	17.64705882	0	6.737247353	448.6493288	4.2426022	146.3157042	3466.484824	244.1715318	367.3765087	1235.66381	11452.68262	1481.716202	474.0926555	47.12684491	365.1888304	542.0121252	164.5675517	1000.79143	540.2289052	321.5642575	545.6140054	235.1674407	189.7451211	174.3577625	25.77392466
Pathway290	27917.08601	8006.300803	4578.11695	41646.65721	24221.99575	21725.51601	20441.46764	30679.22603	34744.05968	15276.98512	16904.65164	34434.46132	42451.64744	34180.96793	26763.88677	7349.547497	7593.825335	15578.94742	30449.56667	26262.22622	25229.99241	28286.23522	37499.05527	16940.66065	49804.41406	74449.6219	26959.30169	10292.6329	22612.5938	20706.33424	30694.9284	22157.88831	21185.97135	41118.34263	39656.04142	46114.98153	43024.13596	10424.68959	42856.59514	5908.144536
Pathway291	1966.420807	1772.443865	421.5766531	3384.700385	1562.296799	1604.259086	1760.230749	2047.868171	2507.952753	1132.771053	1473.383194	2212.954733	6843.132823	2154.906127	1874.709647	813.4981807	537.953212	1411.894946	2352.89022	224.209642	2077.408752	2834.665215	3253.965429	2043.546443	5184.108339	6612.329739	3279.200559	3763.241848	3479.736063	2568.347047	4055.495046	490.7136012	1873.22363	3885.916359	3054.992945	3152.355895	3175.250923	1121.015193	3626.605035	542.53914
Pathway292	76.59976675	0	120.4612305	231.9025673	0	0	14.35938158	1186.969416	61.31181198	53.72253567	130.8950217	1.57034984	95.62969581	6.36672326	20.85819348	79.21746311	0	0	306.2720717	20.25209242	18.44699976	959.2456418	17.44844518	8.053332718	290.9287159	1272.729008	305.9813489	89.04972542	2.030400875	137.590449	65.4206443	214.9559055	216.7732062	84.88387013	29.67154166	193.6500797	139.0826996	55.20259626	24.75758286	0
Pathway293	15128.70622	4207.093265	3837.832235	22954.18255	15816.46165	12918.48195	10336.03335	25816.86092	19400.31203	11177.75131	9267.713476	17360.6614	39210.61165	23400.73819	20615.66845	5440.83122	4816.679516	7527.935571	14893.93051	20605.66245	12498.22442	21965.31315	21750.87762	12789.23947	23846.50368	51411.17857	16793.12416	11263.65951	12732.16534	11404.25056	17398.43607	7760.00948	12801.55165	17362.86014	19063.11541	22500.13343	19708.38014	6531.336537	22113.35256	3371.569803
Pathway294	51052.6744	19233.39614	13849.30982	92695.66282	54700.6061	46156.67152	52582.77505	69139.23349	58112.9784	36885.47388	40680.08713	75912.99651	64802.31583	75203.5847	54590.01856	15217.32149	22715.18341	30338.35912	58862.40875	54590.00256	48223.52946	30810.44539	56513.68626	33089.49376	54776.0023	71341.64915	45050.35428	18998.8211	26994.22445	26287.88623	136876.9451	49672.7084	37146.06028	60072.42911	77392.51814	81146.25041	69893.64719	15076.44108	74916.93671	13567.60248
Pathway295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179791442	0	0	0	0	0	0.312831139	13.96900341	0	0	0	0.43600758	0	0	2.364202899	0	0	0	0	0	0.838574424	0	0.915750916	6.753626445
Pathway296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.594901253	0	0	0	0	0	0	0	0	0
Pathway297	7784.135113	2332.241383	1998.269426	10764.68071	6440.113428	6788.39392	6502.579594	12227.40829	8706.807546	4200.282141	5191.380384	12006.76513	11239.9673	8526.331003	7008.650969	2537.07905	2126.045262	4549.207381	8721.329741	2002.650969	6442.273832	6350.934072	9932.253475	4220.782621	9999.675446	14731.03	6457.719817	3337.694938	3473.070036	4694.996817	8528.787285	8041.460151	5210.951175	8451.961856	10249.18041	11225.08813	10599.94684	1621.405501	11063.19535	2020.930219
Pathway298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.420454546	0	0	0	0	0	0	0	0	0
Pathway299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pathway300	525.2222549	222.225945	240.6292602	220.209629	222.4202024	20.206522	92.24269692	25.42249652	422.252205	222.2295005	222.0549052	229.0062504	220.6022009	546.0260209	20.56060246	620.2025009	206.500044	22.0250552	29.02405	262.220555	222.0242464	200.0420265	264.2926229	202.0629022	490.2425252	6.655524042	54.269022	2.950225522	2.40226222	6.655524042	0	2.20222262	2.20004209	22.2604	22.22226922	2.90662252	42.24226206	225.099524	52.24459225	0.4925042
