#OTUID	DN1BS	DN1R	DN1RS	DN2BS	DN2R	DN2RS	DN3BS	DN3R	DN3RS	DN4BS	DN4R	DN4RS	DN5BS	DN5R	DN5RS	DN6BS	DN6R	DN6RS	DN7BS	DN7R	DN7RS	DW1BS	DW1R	DW1RS	DW2BS	DW2R	DW2RS	DW3BS	DW3R	DW3RS	DW4BS	DW4R	DW4RS	DW5BS	DW5R	DW5RS	DW6BS	DW6R	DW6RS	DW7BS	DW7R	DW7RS	ZN1BS	ZN1R	ZN1RS	ZN2BS	ZN2R	ZN2RS	ZN3BS	ZN3R	ZN3RS	ZN4BS	ZN4R	ZN4RS	ZN5BS	ZN5R	ZN5RS	ZN6BS	ZN6R	ZN6RS	ZN7BS	ZN7R	ZN7RS	ZW1BS	ZW1R	ZW1RS	ZW2BS	ZW2R	ZW2RS	ZW3BS	ZW3R	ZW3RS	ZW4BS	ZW4R	ZW4RS	ZW5BS	ZW5R	ZW5RS	ZW6BS	ZW6R	ZW6RS	ZW7BS	ZW7R	ZW7RS
ASV_66	0	1	1	0	0	1	0	2	10	0	1	0	3	0	0	0	1	0	0	1	0	1	2	0	0	0	2	4	1	2	1	0	0	1	4	1	0	0	3	0	3	1	30	0	32	602	2027	1107	7	1	5	537	0	3	5	429	637	682	26	380	34	69	12	10	9	23	1351	729	1898	7	3	1	123	69	163	10	1	568	1602	1158	1565	12	0	2
ASV_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	7	0	0	0	5	0	7	0	1	0	0	13	0	0	0	0	2	0	5	0	0	0	0	0	0	9	6	0	0	23	8	0	0	0	0	1	0	15	0	2	0	0	0	0	0	0	0	12	0	2	15297	4	13	118	21	0	1	1
ASV_65	0	0	0	0	4	7	0	3	13	0	0	0	4	0	8	0	2	0	0	0	0	0	0	0	0	2	4	14	15413	6	1	1	0	0	1	3	0	3	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
ASV_84	42	1	6	6	0	1	0	1	10	4	1	18	13	0	2	2	0	24	2	1	2	21	1	20	17	0	3	1	3	2	2	1	0	96	2	38	1	1	3	5	0	1	1777	2	7	305	10	111	105	0	60	801	28	426	421	3	230	69	1	78	1450	8	83	87	0	11	2	1	0	207	0	48	143	0	142	857	32	273	1387	29	310	2236	2	2937
ASV_74	273	280	73	22	88	191	31	176	101	76	34	15	432	403	414	35	34	35	0	3	10	72	13	39	100	0	189	2	4	78	16	386	12	3	0	33	17	6	21	6	0	4	21	27	190	28	3	97	28	5	370	152	207	74	160	187	86	38	1030	43	21	4187	13	43	897	245	107	463	190	42	225	228	159	4	99	30	720	83	48	631	36	4	5	0
ASV_85	113	373	307	3	3075	1601	1	8	54	2	73	70	34	906	318	43	154	128	0	20	13	10	47	72	10	36	1423	1	73	56	66	88	242	21	45	51	13	13	60	2	9	23	57	10	239	67	81	42	10	18	17	63	32	229	106	246	180	198	139	924	134	253	461	53	46	183	45	14	44	26	25	61	133	28	326	76	62	171	44	30	108	24	35	93
ASV_72	4	2	1	0	0	3	0	2	1	2	0	0	6	655	64	0	0	0	0	1	1	1	1	2	1	5	5	0	4	5	0	1	2	0	0	0	5	3	0	3	3	0	0	0	2	1	1	7	3	0	4	2	0	1	2	1	1	8846	64	4462	1	0	1	1	0	2	0	2	5	488	2	33	4	0	3	3	3	2	8	1	0	1	0	3
ASV_75	95	6	173	22	32	187	32	141	693	4	146	125	19	127	980	121	77	295	12	353	630	6	4	119	22	3	198	2	10	601	54	4	122	51	18	663	120	112	979	170	36	941	33	1	866	11	2	43	36	2	156	11	6	285	16	65	164	33	0	301	133	124	859	61	11	886	13	6	308	43	6	135	391	25	230	12	93	133	41	11	124	40	1	92
ASV_78	233	39	1064	30	101	329	41	47	694	185	469	2509	13	3	20	22	90	169	3	113	216	15	15	309	46	136	449	10	13	579	170	544	623	271	431	2516	51	28	719	16	23	867	1	0	1	1	2	4	0	2	0	1	0	2	3	0	0	1	1	2	0	0	2	2	0	4	1	1	4	2	0	1	1	0	2	1	2	8	3	1	1	9	0	6
ASV_79	1	2	1	0	0	3	3	1	6	0	0	0	0	0	2	1	0	7	344	62	693	1	1	3	5	1	5	2	0	4	1	0	5	0	1	7	10	2	5	308	4	890	116	0	38	0	1	0	8	1	30	0	11	9	36	1	1	6	0	15	3157	256	592	7	5	14	1	0	0	1684	155	2831	0	0	1	47	6	1	5	0	3	1024	67	1701
ASV_73	0	1	12	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	15	62	13855	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	2	5	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_82	0	0	0	1	0	1	0	0	0	4	422	9	0	0	0	0	4	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	4	0	34	13	10	865	6451	2214	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	64	2894	272	9	112	16	1	4	0	0	0	1	18	11	8	0	0	0
ASV_77	13	1	9	11	51	1278	7	229	233	41	1	25	7	0	7	0	1	4	1	0	20	143	300	937	96	1	1145	3	0	219	8	0	18	0	0	3	39	53	482	35	53	513	1	3	9	12	0	5	4	0	20	1	1	2	9	0	1	572	19	1847	633	195	3176	1	0	1	0	0	2	6	351	75	33	84	48	13	5	2	2	2	4	8	41	21
ASV_76	0	0	1	0	3	1	0	0	0	82	35	38	0	3	1	15	25	54	1	0	6	3	0	11	6	2	0	1	0	0	1	0	2	2	4	1	1	0	0	2	0	1	2	1	4	5	0	2	7	1	4	2	6909	3909	554	0	0	1	0	8	1	8	1	8	0	3	116	749	151	4	0	1	3	0	14	2	2	7	3	0	0	29	1	4
ASV_95	167	243	88	11	1	0	13	0	0	4	51	5	36	0	7	3045	701	251	10	153	60	0	1	0	29	286	5	0	1	1	445	0	106	1	1	20	21	0	8	563	15	336	329	99	118	201	302	361	8	0	19	235	8	14	74	791	627	0	0	2	2	0	1	117	104	133	175	197	449	126	11	82	13	11	2	21	34	602	4	0	3	71	39	131
ASV_643	15	37	116	0	0	6	1	1	0	7	14	48	0	10	44	4	32	40	0	0	2	49	16	84	50	0	0	4	1	0	10	237	255	1	1	0	175	219	365	29	402	102	415	440	1283	24	73	70	729	191	657	29	0	0	1	329	173	1	0	1	0	0	3	765	246	1221	643	531	1504	2	0	18	17	8	51	0	2	146	0	0	5	0	0	1
ASV_94	1	1	2	0	72	1	0	0	2	0	0	0	1	12	6	1	2	4	3	3	0	1	3	1	1	1	1	0	0	0	0	1	1	0	0	0	446	1268	507	266	45	204	1	0	19	144	142	94	0	1	0	1	0	1	1	21	9	34	262	15	30	6	25	17	16	22	0	0	4	0	0	1	21	2	7	1	1	22	136	6	8	2877	1380	3755
ASV_81	0	0	0	1	0	0	14	4	1	1	4	2	5	1	0	1	0	6	1	0	8	182	2	3	255	2	0	31	1	1	150	1614	65	6132	281	2194	1	1	0	1	1	1	1	0	0	0	0	0	15	2	21	2	0	36	44	0	3	0	0	0	3	1	0	1	0	0	0	0	0	669	1	12	22	0	0	1	1	4	1	3	0	5	0	0
ASV_90	258	46	169	3	0	0	0	0	0	0	2	1	0	0	1	4570	723	4913	16	5	15	0	0	0	29	2	0	2	0	0	4	293	7	8	0	5	344	22	95	6	0	0	3	1	1	15	1	4	31	1	7	2	0	0	0	0	5	1	0	0	2	1	0	8	0	1	3	0	0	32	0	5	0	0	1	0	0	1	0	0	0	0	0	0
ASV_104	183	2	28	91	1	25	110	3	38	488	6	416	398	4	238	1091	21	1253	213	24	223	99	0	46	59	0	24	6	10	33	123	29	86	624	34	90	1142	13	397	650	3	425	444	2	21	288	10	112	63	1	27	241	28	190	182	5	53	13	0	4	80	7	1	57	0	8	3	0	10	74	3	20	256	3	182	78	11	65	141	6	25	75	0	96
ASV_80	1	270	21	1	2	5	0	20	1	616	378	89	1836	159	73	12	19	16	0	753	86	1	2	8	7	568	6	0	0	0	6	3	10	1	121	13	1	0	0	61	403	166	11	0	1	0	2	0	90	479	55	1	2	0	4	0	0	0	0	0	0	0	0	143	26	1	4	4	4	262	1109	277	1002	1631	359	71	1	1	23	143	112	3	68	2
ASV_102	134	1071	88	20	7	85	38	25	161	551	223	308	170	3	50	4	2	11	443	54	135	11	1	32	37	40	71	1	11	98	239	157	362	51	0	44	202	234	195	40	7	205	167	26	29	5	2	3	172	2	114	45	3	12	15	0	9	312	20	449	161	99	574	17	6	22	5	0	14	64	122	140	522	2108	354	2	1	3	18	15	36	32	0	24
ASV_83	17	1	2	821	190	2325	1071	120	104	99	70	39	339	123	36	191	285	267	1	1	0	12	0	21	14	707	2474	1	237	86	2	47	2	2	0	4	10	0	4	41	18	71	24	0	8	5	34	4	10	0	8	220	1	2	0	33	230	68	0	63	33	0	7	8	2	2	25	0	20	27	1	39	94	21	200	35	10	205	3	15	4	14	0	0
ASV_92	0	0	2	2	2	0	2	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	2	0	1	3	0	0	1	0	0	1	7	5	21	6	0	0	2	3	11	3	0	0	6	3	6	330	0	0	2	4	1	2	5	2	9	1	4118	388	0	0	2	1	0	0	32	56	1009	3	5	5237	1	0	4	0	0	4	7	4	0
ASV_97	77	28	97	433	119	209	524	1023	735	10	26	31	44	1	13	11	27	24	12	16	69	142	74	235	164	1670	218	0	1496	806	211	416	258	39	373	145	42	61	43	14	3	13	3	2	40	0	0	3	0	0	1	38	28	20	14	4	8	92	0	35	304	49	34	13	43	27	1	1	3	13	0	19	132	88	188	17	38	12	1	1	7	26	15	7
ASV_98	0	0	0	0	1	0	0	1	0	0	1	0	13	118	38	2	6	17	0	26	1	1	3	1	2	13	0	1	143	4	0	5	3	2	1	1	0	3	0	156	9117	984	5	70	9	5	8	7	0	2	0	13	0	2	0	27	13	0	0	0	0	0	0	32	56	10	1	3	4	8	0	0	53	92	102	1	0	19	0	2	1	1	0	0
ASV_89	0	0	0	0	1	1	0	0	0	1	0	5	0	0	5	0	1	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	1	1	0	0	1	0	0	0	3	0	0	0	2	1	1	0	0	0	0	0	2296	4890	3771	1	0	6	0	5	0	2	1	0	0	0	1	0	146	0	0	2	2	0	4	1	1	0	3	2	1	0	0	0
ASV_99	0	3	1	0	0	0	0	42	1	2	1	0	1	3	0	1	2	2	8	9548	4	0	30	0	0	1	0	0	1	0	0	1	0	0	0	1	24	9	3	2	130	0	0	1	2	0	0	0	0	2	2	1	2	0	13	75	11	36	2	2	26	0	0	0	3	0	0	1	0	0	498	5	0	0	0	68	0	17	156	185	37	1	105	7
ASV_96	43	5	11	58	1	129	47	14	49	109	7	76	634	7	161	129	41	194	126	0	58	26	9	40	37	154	160	0	74	53	692	1426	574	656	170	96	106	0	53	105	16	85	438	25	78	50	10	27	15	7	15	144	168	439	458	60	126	190	1	39	291	21	64	103	116	69	29	56	67	63	13	193	269	21	173	13	85	115	108	51	86	74	47	104
ASV_91	34	7	95	515	25	284	783	41	327	474	74	432	310	20	206	195	100	295	44	86	35	102	28	235	76	257	276	1	171	277	1364	282	1043	86	131	97	629	11	130	30	2	60	3	0	3	0	0	2	2	0	4	0	158	291	302	2	0	1	1	53	4	0	3	1	2	2	5	1	4	3	0	3	10	1	31	7	1	1	39	5	36	20	99	146
ASV_86	1	0	0	0	0	0	1	0	0	0	0	0	0	3	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6558	3754	434	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	3
ASV_103	0	1	2	0	0	9	3	6	1	0	0	1	4	3	0	0	0	2	0	0	6	1	0	2	3	0	7	1	1	1	0	1	0	0	1	3	1	2	3	2	0	0	1	0	2	3524	135	1057	1	0	0	325	1	4	0	83	101	540	23	784	0	0	3	6	0	3	251	44	73	1	1	0	1157	95	603	0	1	82	781	56	269	321	39	159
ASV_107	214	130	32	155	52	54	100	138	42	33	153	34	66	92	97	27	10	50	46	118	37	57	22	86	105	1381	50	8	91	76	222	129	98	123	761	51	136	203	40	214	42	100	65	39	19	25	53	20	84	296	58	66	17	17	16	23	66	7	7	0	125	25	17	122	32	12	50	65	8	395	432	90	184	35	30	127	88	95	243	41	28	495	314	312
ASV_116	5	13	21	96	45	74	119	1252	2375	4	3	33	75	109	751	4	0	9	4	6	20	27	23	155	18	230	96	0	46	1820	13	16	143	115	56	545	0	14	21	4	6	27	27	2	31	26	5	18	3	12	6	42	3	64	51	38	34	2	1	8	35	0	135	7	2	8	3	0	7	7	14	20	23	15	38	16	202	27	22	13	31	6	5	13
ASV_110	7	7	25	8	187	217	2	1	3	147	0	39	56	3	21	0	0	0	0	3	19	0	24	25	4	9	221	0	344	5	0	0	5	0	0	1	1	0	2	1	1	2	4	2	25	0	0	0	1	0	5	5	2	60	23	2	3	652	3366	2941	49	279	67	3	35	23	0	0	0	0	1	0	66	0	255	0	2	2	2	29	53	14	11	3
ASV_302	24	7	1	6	27	6	12	0	21	2	0	15	3	15	32	3	2	2	115	136	436	16	7	28	27	0	13	1	0	30	6	8	23	48	25	36	338	85	178	270	27	406	16	0	0	0	0	0	3	0	6	7	173	858	769	0	2	101	0	6	1195	109	299	0	0	1	1	0	1	36	0	20	0	2	0	923	862	3	49	16	32	509	222	565
ASV_106	0	2	1	0	0	0	1	0	5	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	47	8566	186	127	8	60	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	51	3	60	1	20	16	9	0	0
ASV_130	193	3807	28	0	0	0	0	0	1	1	0	0	1	0	0	16	1034	23	0	42	0	0	6	0	18	1	0	0	0	0	0	0	0	1	0	0	33	225	2	128	119	14	0	1	70	0	0	1	0	1819	6	0	0	2	0	0	0	0	2	0	0	0	1	22	1073	60	0	0	0	13	380	1	0	1	0	2	0	2	0	0	2	0	0	0
ASV_118	0	2	1	0	0	1	0	0	6	0	0	0	5	0	4	0	1	0	0	0	0	0	0	1	4	0	2	0	0	0	1	0	2	1	0	0	1	0	2	0	3	0	0	0	87	21	0	9	0	0	1	1536	1	3	0	630	453	1524	436	1368	0	3	1	85	132	73	1	0	0	1	0	0	360	121	144	288	325	532	35	24	82	210	484	134
ASV_108	211	22	132	46	12	212	53	101	233	384	303	456	315	0	95	8	16	39	37	9	32	303	32	254	227	44	188	1	8	212	168	28	157	132	0	147	225	1	33	37	2	97	25	4	41	78	2	93	20	0	34	300	20	233	159	148	625	84	4	230	225	25	202	55	2	39	23	0	38	41	5	42	226	10	257	79	30	462	46	5	38	81	0	75
ASV_100	2	0	0	0	0	0	0	8923	1	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	73	0	0	0	0	0	1	0	0	0	1	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_114	2	12	13	1	0	2	2	8	60	50	29	44	46	16	7	0	0	1	32	242	236	1	0	22	0	0	1	8	1	46	166	30	325	14	2	13	34	57	40	7	11	9	26	6	24	442	235	581	271	0	239	63	0	1	0	25	32	7	0	13	13	7	43	23	2	35	288	141	809	6	5	51	977	293	2493	65	27	43	14	3	20	0	0	0
ASV_101	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1927	4406	1809	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	11	651	34	2	2	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	3	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ASV_109	1	2	2	1	1	1	3	2	0	1	1	2	33	3995	1837	2	7	2	1	2	3	0	0	0	0	0	0	1	0	0	1	1	1	1	3	2	518	1239	481	0	1	2	0	0	2	2	0	4	1	0	1	1	1	1	1	0	0	11	18	4	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	1	0	0	0	0	0	3
ASV_713	5	7	13	0	0	1	2	0	3	0	10	29	4	0	3	0	1	0	10	1	10	3	3	5	2	3	0	0	3	2	0	47	45	23	16	68	10	6	55	13	62	11	198	22	151	1088	177	798	91	3	114	498	2	1	2	478	495	15	1	9	0	2	5	83	47	138	374	45	526	15	32	34	414	136	577	0	0	453	188	100	266	5	0	0
ASV_121	29	2492	48	3	0	0	0	0	1	1	0	1	0	0	1	0	0	2	0	1	0	0	0	0	4	0	0	0	0	0	807	1186	958	0	0	0	0	1	0	6	0	97	16	0	2	75	1766	275	2	0	0	0	23	100	0	0	1	1	0	0	13	0	41	2	3	14	0	0	0	0	2	1	0	0	0	2	0	0	0	0	2	8	0	44
ASV_133	9	0	3	58	595	864	62	1	32	14	6	107	15	0	32	2	4	4	1	216	15	0	9	2	1	62	738	0	142	29	15	31	27	41	48	6	16	6	31	3	26	43	58	153	16	15	0	11	13	98	17	28	8	31	58	26	28	11	51	29	744	589	551	16	62	20	11	10	80	75	542	281	58	29	95	64	72	24	19	289	110	36	239	28
ASV_112	2	1	3	0	0	0	1	3	1	0	0	2	0	0	2	2	3	0	4328	1630	1218	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	2	1	0	0	0	0	0	2	1	33	686	1	0	4	2	1	1	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	36	0	5
ASV_111	3	0	0	1	0	0	0	5	1	0	0	0	0	0	2	0	0	3	4046	8	160	742	7	2	718	0	0	0	0	0	0	0	0	20	2	3	0	0	3	191	1	16	295	1	8	0	0	0	29	2	30	37	1	103	965	0	4	12	0	0	3	0	1	20	0	2	0	0	0	12	0	1	17	0	9	3	2	1	14	1	3	306	13	54
ASV_2310	93	49	237	0	1	1	0	0	1	3	2	25	10	29	152	19	40	39	77	0	11	245	38	173	236	3	4	3	2	3	9	135	104	7	13	18	83	106	161	77	190	159	251	88	250	138	46	121	331	75	453	70	0	3	0	65	61	8	3	8	12	3	17	176	61	194	182	93	163	357	219	434	241	58	296	2	0	51	133	211	346	53	3	7
ASV_128	37	0	294	25	23	64	24	6	171	83	125	901	120	28	1228	40	21	86	33	30	96	6	7	199	4	0	75	2	132	130	24	1	91	121	103	418	18	10	60	24	4	207	30	2	25	1	0	1	14	4	18	42	7	191	30	30	42	39	0	68	253	163	1124	4	3	31	3	1	2	14	2	42	8	0	23	105	68	48	8	1	3	50	47	193
ASV_115	187	6	6	169	1	15	171	4	20	58	0	9	5	0	6	3	6	3	7	100	57	580	51	68	449	218	7	4	33	5	152	341	44	45	3	24	120	157	94	97	55	61	329	12	203	3	2	3	85	19	84	14	67	97	183	0	2	0	1	0	82	3	16	226	119	167	0	2	0	165	91	110	159	1392	345	29	46	2	38	30	60	14	146	11
ASV_899	1	21	55	0	1	0	0	0	1	6	3	24	1	10	40	4	12	10	3	0	0	8	8	38	24	0	1	1	0	0	8	151	118	5	0	6	101	100	216	21	210	64	271	264	883	64	40	94	451	110	349	45	0	0	1	230	143	0	0	0	0	4	1	479	135	757	672	272	929	19	4	17	37	10	54	0	0	131	10	6	28	1	0	1
ASV_139	92	114	186	91	2	1	126	3175	447	1	300	24	31	1	0	0	0	0	3	0	0	0	0	1	6	517	1	0	1	727	1	1	0	1	47	6	0	0	2	37	2	2	0	1	50	3	6	1	1	1	0	393	7	35	200	170	348	3	2	1	1	0	1	38	2	47	0	0	5	0	0	0	18	0	7	1	0	312	1	0	0	5	0	0
ASV_142	70	60	57	69	15	62	73	2	60	102	37	91	49	78	82	26	5	55	16	14	34	111	18	107	56	52	84	0	79	45	372	127	335	96	2	57	34	25	20	191	42	87	89	6	54	72	3	41	34	1	9	111	117	506	1232	33	170	10	54	51	48	95	84	97	131	76	54	29	87	57	2	28	195	57	129	83	169	140	41	71	87	119	37	64
ASV_1535	111	119	156	4	258	5	10	26	24	2	91	106	1	16	8	25	120	128	269	108	131	170	242	202	127	45	7	0	4	16	23	101	86	4	54	21	52	73	85	20	9	53	89	11	44	31	22	33	9	38	62	46	10	15	20	68	74	244	211	207	366	82	236	48	154	28	15	11	18	42	38	89	95	196	198	179	91	45	249	176	367	225	80	126
ASV_166	0	0	2	1	0	0	3	1	0	0	1	0	3	3	2	0	0	0	8	1	2	1	1	0	2	1	2	5	1	0	1	1	0	1	0	2	3	0	5	1	0	0	4	4	1	3172	26	801	4	0	2	207	1	0	0	14	42	161	7	611	6	0	7	3	0	2	720	13	61	2	0	1	735	37	247	2	0	40	162	4	20	66	3	24
ASV_120	0	0	0	0	0	1	0	4	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	30	1	487	2114	194	868	1295	1404	1	3	1	0	0	0	0	0	0	0	0	0	1	0	1	66	428	53	1	2	0	0	2	0	0	1	0	4	0	0	0	0	0
ASV_119	0	1	9	916	15	1525	1104	2	445	74	1	10	415	28	35	8	0	12	0	0	5	34	0	83	18	0	1654	6	16	400	56	0	23	1	1	9	11	0	5	6	2	23	1	0	2	4	0	1	0	1	0	0	4	0	0	1	1	1	2	6	5	0	0	1	0	1	1	0	1	9	2	4	1	0	1	0	0	0	4	2	1	5	1	2
ASV_645	5	22	13	3	631	30	0	3	33	0	29	54	1	256	45	4	8	2	3	17	12	2	121	17	2	102	42	2	326	18	2	96	8	5	57	17	10	38	28	4	48	14	40	102	97	7	104	45	20	20	56	30	5	47	37	185	103	19	266	89	176	342	566	19	293	92	6	1	20	8	39	34	90	85	177	6	356	106	23	444	422	9	219	11
ASV_467	10	15	10	0	126	22	6	0	12	0	8	9	1	163	45	2	3	0	15	43	77	1	34	14	1	99	44	0	49	20	4	35	13	5	24	10	17	18	35	9	20	68	20	8	8	2	3	1	13	7	12	5	113	412	535	27	6	93	47	47	1046	161	413	6	14	5	3	0	2	16	11	31	79	83	89	155	628	7	45	613	253	249	277	292
ASV_127	10	0	1	1618	1	17	1753	35	197	93	45	77	11	1	9	5	1	16	20	18	56	4	0	6	2	8	23	3	4	233	147	7	57	213	32	124	10	11	8	1360	24	639	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	2	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	2	0	0	1	0
ASV_123	6	2	3	698	6	89	842	12	69	66	9	51	51	1	13	168	56	12	44	110	50	51	4	54	36	1	91	1	1	62	621	52	177	446	23	68	200	5	81	354	6	147	279	5	23	25	0	5	9	1	15	59	16	135	185	1	83	43	2	24	96	26	16	29	7	21	2	1	3	51	6	41	97	26	89	197	19	81	35	65	10	130	1	92
ASV_129	9	10	29	13	177	528	5	100	229	116	18	57	407	237	1637	0	6	26	0	0	12	0	2	8	2	59	512	1	2061	183	1	57	12	8	1	57	0	0	16	2	0	0	8	58	4	0	0	1	0	0	1	0	0	0	2	3	7	1	1	0	62	0	13	0	0	2	0	0	1	0	0	5	0	0	8	0	0	2	1	0	1	8	0	0
ASV_136	27	2	0	742	2	6	648	6	26	17	6	20	6	3	2	0	3	0	4	0	2	48	4	8	54	239	0	401	3131	54	1062	89	79	3	0	0	1	0	0	1	0	0	0	0	2	1	0	3	2	0	0	0	0	1	0	1	0	2	3	1	7	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_125	0	0	1	1	0	0	1	0	0	2	0	0	3	0	0	1	0	0	0	0	2	3	0	0	0	0	0	9	1	0	2	0	0	1774	182	472	0	0	0	3236	71	816	4	0	0	0	0	0	18	1	21	0	0	1	10	0	0	0	0	0	2	0	0	0	0	0	15	0	30	1	0	0	8	1	1	1	2	1	1	0	0	1	0	1
ASV_122	0	7	0	0	0	0	1	0	2	0	0	0	3	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	75	3434	3104	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ASV_1251	59	71	240	2	246	11	2	73	220	3	56	313	10	149	636	0	10	5	1	23	16	40	144	271	59	366	15	0	55	184	5	178	56	16	95	198	11	36	43	5	5	32	65	6	149	27	22	27	5	4	12	43	2	21	4	376	264	10	1	34	13	15	89	26	38	125	84	17	33	10	89	138	51	92	176	10	60	300	20	73	53	9	8	22
ASV_134	0	0	2	0	0	5	2	0	3	2	0	1	53	6	6	10	0	4	0	1	0	0	0	0	1	0	1	1	2	1	1	1	8	0	0	0	5	1	4	7	4	37	193	68	126	20	26	41	1079	565	353	687	4	1	6	257	452	0	1	1	3	1	1	299	56	148	301	68	305	36	18	36	22	0	10	737	85	387	10	0	4	2	0	5
ASV_149	14	11	85	25	16	75	24	263	436	94	101	1360	10	3	54	2	4	19	0	1	24	24	5	131	37	12	68	1	3	383	11	12	181	152	235	1725	23	51	499	19	3	137	8	0	5	1	0	1	1	2	3	10	4	32	16	2	6	1	0	0	0	0	10	6	0	6	2	2	4	43	5	38	1	0	3	6	1	6	6	0	2	8	0	4
ASV_145	1009	10	8	0	6	157	1	1	26	311	112	16	685	45	23	173	103	83	1	0	9	57	20	27	154	0	200	0	20	27	20	0	14	4	0	9	6	0	61	0	3	32	8	17	128	5	0	2	97	40	86	97	9	23	96	105	360	96	0	116	143	32	63	216	76	136	58	9	128	58	23	119	98	5	50	121	0	287	92	0	65	15	1	22
ASV_126	0	0	0	1	1	7	0	0	0	3	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0	11	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	104	19	1116	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	823	3116	1198	0	2	3	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_132	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	3	3	1	0	0	0	0	0	0	0	0	0	1	1	1	25	0	167	90	231	132	130	389	1240	0	0	0	0	0	0	0	0	1	0	0	0	18	64	173	195	2784	502	4	125	28	1	0	1	0	0	0	0	0	0	0	0	1
ASV_157	53	92	179	71	2	2	89	2951	333	3	260	19	18	0	0	0	0	2	0	0	0	0	2	0	11	21	0	1	0	583	0	2	0	4	53	8	0	1	1	21	5	0	2	0	73	0	3	3	0	0	0	352	4	10	116	198	290	0	0	3	4	0	1	26	6	76	0	0	0	1	0	0	15	0	5	0	0	299	0	0	0	3	0	0
ASV_140	8	1	12	1	8	47	0	6	55	24	21	9	306	74	173	23	14	38	0	8	41	3	2	21	12	2	70	3	107	48	9	7	6	24	2	75	68	47	94	72	14	51	2	0	53	0	0	0	105	38	12	103	3	48	65	210	253	181	148	329	66	40	69	16	215	73	0	0	0	6	0	12	96	20	117	94	1780	203	37	27	39	58	16	131
ASV_135	0	2	0	0	0	0	1	0	17	0	3	0	4	0	3	0	3	0	1	0	0	0	0	0	3	1	2	0	0	1	2	1	2	1	0	0	1	3	9	1	1	0	0	0	1	0	0	0	3	0	0	689	0	2	2	164	374	2394	34	1328	0	0	2	0	0	3	0	0	4	2	0	0	1	0	0	2	0	1147	1	1	0	15	1	1
